Offset Frequency (Hz),Phase Noise (dBc/Hz)
+7.78884153618e+003,-1.35448839520e+002
+7.92911663423e+003,-1.32504690259e+002
+8.07191805189e+003,-1.35442763943e+002
+8.21729128755e+003,-1.34635939306e+002
+8.36528265901e+003,-1.34574675091e+002
+8.51593931825e+003,-1.34714198531e+002
+8.66930926644e+003,-1.33807988721e+002
+8.82544136923e+003,-1.34564796147e+002
+8.98438537235e+003,-1.35910345069e+002
+9.14619191741e+003,-1.34763154097e+002
+9.31091255809e+003,-1.34799772024e+002
+9.47859977652e+003,-1.35468969106e+002
+9.64930700003e+003,-1.36593840618e+002
+9.82308861817e+003,-1.34962167818e+002
+1.00000000000e+004,-1.36300874420e+002
+1.01800975118e+004,-1.34923119041e+002
+1.03634385350e+004,-1.35842754442e+002
+1.05500814844e+004,-1.35413036420e+002
+1.07400858268e+004,-1.35760726401e+002
+1.09335121002e+004,-1.35509499763e+002
+1.11304219327e+004,-1.35842033511e+002
+1.13308780622e+004,-1.36403271391e+002
+1.15349443568e+004,-1.36721096850e+002
+1.17426858345e+004,-1.36538109398e+002
+1.19541686846e+004,-1.35997530705e+002
+1.21694602882e+004,-1.35429115087e+002
+1.23886292399e+004,-1.37456123353e+002
+1.26117453700e+004,-1.37915846887e+002
+1.28388797661e+004,-1.37314106211e+002
+1.30701047961e+004,-1.37566035472e+002
+1.33054941314e+004,-1.38215583599e+002
+1.35451227700e+004,-1.38600829412e+002
+1.37890670608e+004,-1.37781413169e+002
+1.40374047276e+004,-1.37893913487e+002
+1.42902148939e+004,-1.37971401533e+002
+1.45475781085e+004,-1.38239410561e+002
+1.48095763705e+004,-1.37892056498e+002
+1.50762931560e+004,-1.37380350522e+002
+1.53478134445e+004,-1.37834438738e+002
+1.56242237458e+004,-1.38209213383e+002
+1.59056121278e+004,-1.38568060150e+002
+1.61920682446e+004,-1.38323747491e+002
+1.64836833648e+004,-1.38236812731e+002
+1.67805504007e+004,-1.38727228442e+002
+1.70827639381e+004,-1.39127838706e+002
+1.73904202661e+004,-1.38555519773e+002
+1.77036174080e+004,-1.38748581027e+002
+1.80224551525e+004,-1.39255436820e+002
+1.83470350855e+004,-1.39376434055e+002
+1.86774606222e+004,-1.39552316235e+002
+1.90138370407e+004,-1.39597860594e+002
+1.93562715148e+004,-1.39088944045e+002
+1.97048731486e+004,-1.39381437558e+002
+2.00597530110e+004,-1.40199301996e+002
+2.04210241715e+004,-1.39481354624e+002
+2.07888017356e+004,-1.39132256996e+002
+2.11632028822e+004,-1.39621736519e+002
+2.15443469003e+004,-1.39793089085e+002
+2.19323552273e+004,-1.39784355483e+002
+2.23273514878e+004,-1.39611598382e+002
+2.27294615326e+004,-1.39351817830e+002
+2.31388134792e+004,-1.38923357228e+002
+2.35555377526e+004,-1.39595257627e+002
+2.39797671264e+004,-1.39914029043e+002
+2.44116367658e+004,-1.40815051723e+002
+2.48512842698e+004,-1.40152479089e+002
+2.52988497160e+004,-1.40584579128e+002
+2.57544757045e+004,-1.39973837628e+002
+2.62183074038e+004,-1.40456895355e+002
+2.66904925965e+004,-1.40987432891e+002
+2.71711817270e+004,-1.40941257317e+002
+2.76605279492e+004,-1.40781286005e+002
+2.81586871751e+004,-1.40426359490e+002
+2.86658181246e+004,-1.40557683375e+002
+2.91820823764e+004,-1.40202153201e+002
+2.97076444190e+004,-1.40443320285e+002
+3.02426717031e+004,-1.40566683703e+002
+3.07873346955e+004,-1.40598266955e+002
+3.13418069329e+004,-1.41428883641e+002
+3.19062650773e+004,-1.41445386827e+002
+3.24808889724e+004,-1.40699549088e+002
+3.30658617009e+004,-1.40726517392e+002
+3.36613696427e+004,-1.41322923338e+002
+3.42676025343e+004,-1.41345891327e+002
+3.48847535295e+004,-1.41284490759e+002
+3.55130192606e+004,-1.42467110260e+002
+3.61525999011e+004,-1.42085343712e+002
+3.68036992298e+004,-1.41746269927e+002
+3.74665246955e+004,-1.41934465541e+002
+3.81412874828e+004,-1.41735866821e+002
+3.88282025801e+004,-1.41137487249e+002
+3.95274888473e+004,-1.41792733956e+002
+4.02393690862e+004,-1.41338360199e+002
+4.09640701111e+004,-1.42183564179e+002
+4.17018228212e+004,-1.42008178583e+002
+4.24528622739e+004,-1.41883913259e+002
+4.32174277604e+004,-1.42366755191e+002
+4.39957628810e+004,-1.42567959656e+002
+4.47881156235e+004,-1.42015647879e+002
+4.55947384417e+004,-1.42340573480e+002
+4.64158883361e+004,-1.42316258135e+002
+4.72518269359e+004,-1.42976211777e+002
+4.81028205818e+004,-1.43001214774e+002
+4.89691404115e+004,-1.43049438450e+002
+4.98510624459e+004,-1.42112639518e+002
+5.07488676766e+004,-1.42106133759e+002
+5.16628421561e+004,-1.42878973022e+002
+5.25932770886e+004,-1.42723329741e+002
+5.35404689227e+004,-1.42915588039e+002
+5.45047194461e+004,-1.43204707786e+002
+5.54863358815e+004,-1.43327876754e+002
+5.64856309846e+004,-1.43282596916e+002
+5.75029231439e+004,-1.43346254487e+002
+5.85385364818e+004,-1.43177895065e+002
+5.95928009583e+004,-1.43710358567e+002
+6.06660524757e+004,-1.44130913980e+002
+6.17586329859e+004,-1.43146984708e+002
+6.28708905992e+004,-1.44103489954e+002
+6.40031796953e+004,-1.43156271413e+002
+6.51558610364e+004,-1.43086001538e+002
+6.63293018816e+004,-1.43687395242e+002
+6.75238761044e+004,-1.44345890677e+002
+6.87399643118e+004,-1.43906903469e+002
+6.99779539652e+004,-1.44388313759e+002
+7.12382395042e+004,-1.44230443705e+002
+7.25212224722e+004,-1.44305477356e+002
+7.38273116442e+004,-1.44105828329e+002
+7.51569231572e+004,-1.44487429733e+002
+7.65104806427e+004,-1.43516004891e+002
+7.78884153618e+004,-1.44324912538e+002
+7.92911663423e+004,-1.44312145447e+002
+8.07191805189e+004,-1.44811862321e+002
+8.21729128755e+004,-1.43702079864e+002
+8.36528265901e+004,-1.44637525050e+002
+8.51593931825e+004,-1.44522615359e+002
+8.66930926644e+004,-1.44606029286e+002
+8.82544136923e+004,-1.44737900311e+002
+8.98438537235e+004,-1.44922894765e+002
+9.14619191741e+004,-1.45280956332e+002
+9.31091255809e+004,-1.45068307423e+002
+9.47859977652e+004,-1.45083328593e+002
+9.64930700003e+004,-1.45539968678e+002
+9.82308861817e+004,-1.45230282966e+002
+1.00000000000e+005,-1.45492352797e+002
+1.01800975118e+005,-1.45361639445e+002
+1.03634385350e+005,-1.45468261622e+002
+1.05500814844e+005,-1.45697941382e+002
+1.07400858268e+005,-1.45798960513e+002
+1.09335121002e+005,-1.45557218430e+002
+1.11304219327e+005,-1.45635921664e+002
+1.13308780622e+005,-1.45599274627e+002
+1.15349443568e+005,-1.45725093699e+002
+1.17426858345e+005,-1.45931985880e+002
+1.19541686846e+005,-1.46118069065e+002
+1.21694602882e+005,-1.46464435728e+002
+1.23886292399e+005,-1.46028053338e+002
+1.26117453700e+005,-1.45812217676e+002
+1.28388797661e+005,-1.46008358834e+002
+1.30701047961e+005,-1.45962253480e+002
+1.33054941314e+005,-1.46305594547e+002
+1.35451227700e+005,-1.46216357896e+002
+1.37890670608e+005,-1.46262952557e+002
+1.40374047276e+005,-1.45977695879e+002
+1.42902148939e+005,-1.46108866911e+002
+1.45475781085e+005,-1.46272064170e+002
+1.48095763705e+005,-1.46758654204e+002
+1.50762931560e+005,-1.46803946708e+002
+1.53478134445e+005,-1.47121961410e+002
+1.56242237458e+005,-1.46799601248e+002
+1.59056121278e+005,-1.46739656280e+002
+1.61920682446e+005,-1.47208120313e+002
+1.64836833648e+005,-1.47397114018e+002
+1.67805504007e+005,-1.46966997207e+002
+1.70827639381e+005,-1.46819195685e+002
+1.73904202661e+005,-1.46950786867e+002
+1.77036174080e+005,-1.47039297482e+002
+1.80224551525e+005,-1.46769107927e+002
+1.83470350855e+005,-1.46675769681e+002
+1.86774606222e+005,-1.46878597201e+002
+1.90138370407e+005,-1.47583328279e+002
+1.93562715148e+005,-1.47420003275e+002
+1.97048731486e+005,-1.47185439578e+002
+2.00597530110e+005,-1.47407800493e+002
+2.04210241715e+005,-1.47272236210e+002
+2.07888017356e+005,-1.47413086388e+002
+2.11632028822e+005,-1.47535772417e+002
+2.15443469003e+005,-1.47534899215e+002
+2.19323552273e+005,-1.47663112393e+002
+2.23273514878e+005,-1.47402668991e+002
+2.27294615326e+005,-1.48106992300e+002
+2.31388134792e+005,-1.47831570458e+002
+2.35555377526e+005,-1.47668041096e+002
+2.39797671264e+005,-1.47553403737e+002
+2.44116367658e+005,-1.47917214733e+002
+2.48512842698e+005,-1.47980047560e+002
+2.52988497160e+005,-1.48268450558e+002
+2.57544757045e+005,-1.47831729478e+002
+2.62183074038e+005,-1.47768389042e+002
+2.66904925965e+005,-1.47366221459e+002
+2.71711817270e+005,-1.47848355950e+002
+2.76605279492e+005,-1.48061294569e+002
+2.81586871751e+005,-1.48120626272e+002
+2.86658181246e+005,-1.47656021267e+002
+2.91820823764e+005,-1.48432616939e+002
+2.97076444190e+005,-1.48315709421e+002
+3.02426717031e+005,-1.48230618600e+002
+3.07873346955e+005,-1.48878770986e+002
+3.13418069329e+005,-1.48438477400e+002
+3.19062650773e+005,-1.48224759440e+002
+3.24808889724e+005,-1.48520989279e+002
+3.30658617009e+005,-1.48338273647e+002
+3.36613696427e+005,-1.48746033705e+002
+3.42676025343e+005,-1.48439330208e+002
+3.48847535295e+005,-1.48337856046e+002
+3.55130192606e+005,-1.48802271860e+002
+3.61525999011e+005,-1.48841750107e+002
+3.68036992298e+005,-1.48745644584e+002
+3.74665246955e+005,-1.49044628400e+002
+3.81412874828e+005,-1.49198398469e+002
+3.88282025801e+005,-1.48906402533e+002
+3.95274888473e+005,-1.48897349702e+002
+4.02393690862e+005,-1.49074581490e+002
+4.09640701111e+005,-1.49092608448e+002
+4.17018228212e+005,-1.48935251620e+002
+4.24528622739e+005,-1.49057382315e+002
+4.32174277604e+005,-1.49094371771e+002
+4.39957628810e+005,-1.48248090118e+002
+4.47881156235e+005,-1.49003195904e+002
+4.55947384417e+005,-1.49401237369e+002
+4.64158883361e+005,-1.49488028730e+002
+4.72518269359e+005,-1.49560800411e+002
+4.81028205818e+005,-1.48918749966e+002
+4.89691404115e+005,-1.49341107781e+002
+4.98510624459e+005,-1.49183873726e+002
+5.07488676766e+005,-1.48919301908e+002
+5.16628421561e+005,-1.49523498474e+002
+5.25932770886e+005,-1.49912804369e+002
+5.35404689227e+005,-1.49717770233e+002
+5.45047194461e+005,-1.50114082806e+002
+5.54863358815e+005,-1.49837863042e+002
+5.64856309846e+005,-1.49639159190e+002
+5.75029231439e+005,-1.49700347591e+002
+5.85385364818e+005,-1.49557400685e+002
+5.95928009583e+005,-1.50240855144e+002
+6.06660524757e+005,-1.50113554498e+002
+6.17586329859e+005,-1.49864998733e+002
+6.28708905992e+005,-1.50170290129e+002
+6.40031796953e+005,-1.50377086316e+002
+6.51558610364e+005,-1.50454961760e+002
+6.63293018816e+005,-1.50217591693e+002
+6.75238761044e+005,-1.50378860356e+002
+6.87399643118e+005,-1.50497972251e+002
+6.99779539652e+005,-1.51153899781e+002
+7.12382395042e+005,-1.50379860771e+002
+7.25212224722e+005,-1.50568432860e+002
+7.38273116442e+005,-1.51114860443e+002
+7.51569231572e+005,-1.50890139695e+002
+7.65104806427e+005,-1.50614036440e+002
+7.78884153618e+005,-1.50917834493e+002
+7.92911663423e+005,-1.50545853383e+002
+8.07191805189e+005,-1.50791784994e+002
+8.21729128755e+005,-1.50496512217e+002
+8.36528265901e+005,-1.49979884980e+002
+8.51593931825e+005,-1.49879032353e+002
+8.66930926644e+005,-1.50343677210e+002
+8.82544136923e+005,-1.50775730309e+002
+8.98438537235e+005,-1.51030969114e+002
+9.14619191741e+005,-1.51253457574e+002
+9.31091255809e+005,-1.51473655080e+002
+9.47859977652e+005,-1.51087126400e+002
+9.64930700003e+005,-1.51311489584e+002
+9.82308861817e+005,-1.50954511200e+002
+1.00000000000e+006,-1.46161489762e+002
+1.01800975118e+006,-1.50204074596e+002
+1.03634385350e+006,-1.51449867079e+002
+1.05500814844e+006,-1.51421371637e+002
+1.07400858268e+006,-1.51556972788e+002
+1.09335121002e+006,-1.51731000516e+002
+1.11304219327e+006,-1.52010876737e+002
+1.13308780622e+006,-1.52271794675e+002
+1.15349443568e+006,-1.51845888197e+002
+1.17426858345e+006,-1.51534188214e+002
+1.19541686846e+006,-1.51793200317e+002
+1.21694602882e+006,-1.51956066732e+002
+1.23886292399e+006,-1.52226860876e+002
+1.26117453700e+006,-1.52113257088e+002
+1.28388797661e+006,-1.51894406794e+002
+1.30701047961e+006,-1.52242040354e+002
+1.33054941314e+006,-1.52447116790e+002
+1.35451227700e+006,-1.52878286249e+002
+1.37890670608e+006,-1.53200068049e+002
+1.40374047276e+006,-1.53030579692e+002
+1.42902148939e+006,-1.53608541642e+002
+1.45475781085e+006,-1.53514324223e+002
+1.48095763705e+006,-1.53550015912e+002
+1.50762931560e+006,-1.53499089374e+002
+1.53478134445e+006,-1.53742783040e+002
+1.56242237458e+006,-1.54523056693e+002
+1.59056121278e+006,-1.54428550466e+002
+1.61920682446e+006,-1.54128530682e+002
+1.64836833648e+006,-1.54753332739e+002
+1.67805504007e+006,-1.54085841680e+002
+1.70827639381e+006,-1.54646436506e+002
+1.73904202661e+006,-1.54127497396e+002
+1.77036174080e+006,-1.54926356998e+002
+1.80224551525e+006,-1.54324554758e+002
+1.83470350855e+006,-1.54525684045e+002
+1.86774606222e+006,-1.54579617639e+002
+1.90138370407e+006,-1.54823959689e+002
+1.93562715148e+006,-1.55351629065e+002
+1.97048731486e+006,-1.54371687932e+002
+2.00597530110e+006,-1.51093008806e+002
+2.04210241715e+006,-1.55652556820e+002
+2.07888017356e+006,-1.55187463876e+002
+2.11632028822e+006,-1.55556650688e+002
+2.15443469003e+006,-1.56066601073e+002
+2.19323552273e+006,-1.55932414095e+002
+2.23273514878e+006,-1.55541457887e+002
+2.27294615326e+006,-1.56027151760e+002
+2.31388134792e+006,-1.56203844605e+002
+2.35555377526e+006,-1.55223730843e+002
+2.39797671264e+006,-1.56136502518e+002
+2.44116367658e+006,-1.56389277910e+002
+2.48512842698e+006,-1.55729371514e+002
+2.52988497160e+006,-1.56014832622e+002
+2.57544757045e+006,-1.56420995860e+002
+2.62183074038e+006,-1.56053801032e+002
+2.66904925965e+006,-1.57402582051e+002
+2.71711817270e+006,-1.56766279813e+002
+2.76605279492e+006,-1.56474348646e+002
+2.81586871751e+006,-1.57563009179e+002
+2.86658181246e+006,-1.56605923336e+002
+2.91820823764e+006,-1.56187882425e+002
+2.97076444190e+006,-1.56723438938e+002
+3.02426717031e+006,-1.56646334386e+002
+3.07873346955e+006,-1.57358694454e+002
+3.13418069329e+006,-1.57277184868e+002
+3.19062650773e+006,-1.56246402935e+002
+3.24808889724e+006,-1.56858954028e+002
+3.30658617009e+006,-1.57736682659e+002
+3.36613696427e+006,-1.57135533873e+002
+3.42676025343e+006,-1.57539176974e+002
+3.48847535295e+006,-1.57648514851e+002
+3.55130192606e+006,-1.57999833160e+002
+3.61525999011e+006,-1.57328193966e+002
+3.68036992298e+006,-1.57438748419e+002
+3.74665246955e+006,-1.57146516873e+002
+3.81412874828e+006,-1.56951886837e+002
+3.88282025801e+006,-1.57415253196e+002
+3.95274888473e+006,-1.57408463949e+002
+4.02393690862e+006,-1.56305480517e+002
+4.09640701111e+006,-1.57361368342e+002
+4.17018228212e+006,-1.57564810853e+002
+4.24528622739e+006,-1.57303283401e+002
+4.32174277604e+006,-1.58038756083e+002
+4.39957628810e+006,-1.57952827419e+002
+4.47881156235e+006,-1.58162265153e+002
+4.55947384417e+006,-1.57840256531e+002
+4.64158883361e+006,-1.58593799245e+002
+4.72518269359e+006,-1.57788652888e+002
+4.81028205818e+006,-1.58007886713e+002
+4.89691404115e+006,-1.58059855869e+002
+4.98510624459e+006,-1.57449191588e+002
+5.07488676766e+006,-1.58665482459e+002
+5.16628421561e+006,-1.58465093151e+002
+5.25932770886e+006,-1.57863124736e+002
+5.35404689227e+006,-1.58976878865e+002
+5.45047194461e+006,-1.58146103478e+002
+5.54863358815e+006,-1.58272503170e+002
+5.64856309846e+006,-1.57864099097e+002
+5.75029231439e+006,-1.58372853207e+002
+5.85385364818e+006,-1.58504374397e+002
+5.95928009583e+006,-1.58937439648e+002
+6.06660524757e+006,-1.59167657531e+002
+6.17586329859e+006,-1.58962091173e+002
+6.28708905992e+006,-1.58184737770e+002
+6.40031796953e+006,-1.58377642644e+002
+6.51558610364e+006,-1.58369783338e+002
+6.63293018816e+006,-1.58832929441e+002
+6.75238761044e+006,-1.58825093868e+002
+6.87399643118e+006,-1.58940601222e+002
+6.99779539652e+006,-1.58932511945e+002
+7.12382395042e+006,-1.59091107676e+002
+7.25212224722e+006,-1.59082579866e+002
+7.38273116442e+006,-1.58840225874e+002
+7.51569231572e+006,-1.58909963340e+002
+7.65104806427e+006,-1.58898249999e+002
+7.78884153618e+006,-1.59118259644e+002
+7.92911663423e+006,-1.59106188249e+002
+8.07191805189e+006,-1.58913911961e+002
+8.21729128755e+006,-1.58908636370e+002
+8.36528265901e+006,-1.59012049380e+002
+8.51593931825e+006,-1.59119552918e+002
+8.66930926644e+006,-1.59114008834e+002
+8.82544136923e+006,-1.59017453944e+002
+8.98438537235e+006,-1.58558089070e+002
+9.14619191741e+006,-1.58553605891e+002
+9.31091255809e+006,-1.58025539422e+002
+9.47859977652e+006,-1.58742332254e+002
+9.64930700003e+006,-1.58737767943e+002
+9.82308861817e+006,-1.58794010502e+002
+1.00000000000e+007,-1.58796443854e+002
+1.01800975118e+007,-1.58500489544e+002
+1.03634385350e+007,-1.58500385872e+002
+1.05500814844e+007,-1.59051785130e+002
+1.07400858268e+007,-1.58558070921e+002
+1.09335121002e+007,-1.59110821465e+002
+1.11304219327e+007,-1.59110710997e+002
+1.13308780622e+007,-1.59446639164e+002
+1.15349443568e+007,-1.59106481176e+002
+1.17426858345e+007,-1.59028151600e+002
+1.19541686846e+007,-1.59212123284e+002
+1.21694602882e+007,-1.58891845026e+002
+1.23886292399e+007,-1.59122291083e+002
+1.26117453700e+007,-1.59028542851e+002
+1.28388797661e+007,-1.59776723895e+002
+1.30701047961e+007,-1.59651889909e+002
+1.33054941314e+007,-1.59653270817e+002
+1.35451227700e+007,-1.58495983866e+002
+1.37890670608e+007,-1.58431040181e+002
+1.40374047276e+007,-1.59265723961e+002
+1.42902148939e+007,-1.59088443982e+002
+1.45475781085e+007,-1.58826314084e+002
+1.48095763705e+007,-1.60052471538e+002
+1.50762931560e+007,-1.59159488535e+002
+1.53478134445e+007,-1.58351176749e+002
+1.56242237458e+007,-1.58285247195e+002
+1.59056121278e+007,-1.58171713555e+002
+1.61920682446e+007,-1.58756303328e+002
+1.64836833648e+007,-1.58889224201e+002
+1.67805504007e+007,-1.58542069964e+002
+1.70827639381e+007,-1.58725565830e+002
+1.73904202661e+007,-1.58546242316e+002
+1.77036174080e+007,-1.59242126381e+002
+1.80224551525e+007,-1.58616437427e+002
+1.83470350855e+007,-1.58377979776e+002
+1.86774606222e+007,-1.59707381750e+002
+1.90138370407e+007,-1.59729848176e+002
+1.93562715148e+007,-1.58996119366e+002
+1.97048731486e+007,-1.58776565062e+002
+2.00000000000e+007,-1.58929217187e+002
