Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.00000000000e+002,-9.54965272964e+001
+1.01800975118e+002,-9.57176857346e+001
+1.03634385350e+002,-9.59109498219e+001
+1.05500814844e+002,-9.61378056844e+001
+1.07400858268e+002,-9.68062447833e+001
+1.09335121002e+002,-9.70374043912e+001
+1.11304219327e+002,-9.73718472367e+001
+1.13308780622e+002,-9.76748247919e+001
+1.15349443568e+002,-9.72212644705e+001
+1.17426858345e+002,-9.75777087705e+001
+1.19541686846e+002,-9.69160359906e+001
+1.21694602882e+002,-9.72690986590e+001
+1.23886292399e+002,-9.83506899242e+001
+1.26117453700e+002,-9.89886066261e+001
+1.28388797661e+002,-9.93570410374e+001
+1.30701047961e+002,-9.86227808212e+001
+1.33054941314e+002,-9.87626663758e+001
+1.35451227700e+002,-9.91265942936e+001
+1.37890670608e+002,-9.92375832432e+001
+1.40374047276e+002,-1.00447494691e+002
+1.42902148939e+002,-1.00802290990e+002
+1.45475781085e+002,-1.01151608014e+002
+1.48095763705e+002,-1.01292591195e+002
+1.50762931560e+002,-1.01640504651e+002
+1.53478134445e+002,-1.02784255311e+002
+1.56242237458e+002,-1.01615790887e+002
+1.59056121278e+002,-1.00601538142e+002
+1.61920682446e+002,-1.00955817414e+002
+1.64836833648e+002,-1.00497695354e+002
+1.67805504007e+002,-1.02367442894e+002
+1.70827639381e+002,-1.02839732721e+002
+1.73904202661e+002,-1.02919802153e+002
+1.77036174080e+002,-1.03265708880e+002
+1.80224551525e+002,-9.72432459319e+001
+1.83470350855e+002,-9.32695305510e+001
+1.86774606222e+002,-9.43826643530e+001
+1.90138370407e+002,-9.92170750154e+001
+1.93562715148e+002,-1.01348012732e+002
+1.97048731486e+002,-9.92534051682e+001
+2.00597530110e+002,-9.87850198561e+001
+2.04210241715e+002,-9.68309696840e+001
+2.07888017356e+002,-9.56935398048e+001
+2.11632028822e+002,-9.44298192521e+001
+2.15443469003e+002,-9.31671353653e+001
+2.19323552273e+002,-8.42040226540e+001
+2.23273514878e+002,-7.09024031639e+001
+2.27294615326e+002,-6.59262567206e+001
+2.31388134792e+002,-6.60507264236e+001
+2.35555377526e+002,-7.00043269855e+001
+2.39797671264e+002,-8.16691154106e+001
+2.44116367658e+002,-1.00063488615e+002
+2.48512842698e+002,-9.77372420966e+001
+2.52988497160e+002,-9.99894690477e+001
+2.57544757045e+002,-1.02069930918e+002
+2.62183074038e+002,-1.06840524974e+002
+2.66904925965e+002,-1.05343450761e+002
+2.71711817270e+002,-9.99005718387e+001
+2.76605279492e+002,-9.85690769666e+001
+2.81586871751e+002,-1.03877484613e+002
+2.86658181246e+002,-1.08184265540e+002
+2.91820823764e+002,-1.08389383432e+002
+2.97076444190e+002,-1.10623182450e+002
+3.02426717031e+002,-1.09703627214e+002
+3.07873346955e+002,-1.08522777875e+002
+3.13418069329e+002,-1.07903298174e+002
+3.19062650773e+002,-1.08944425907e+002
+3.24808889724e+002,-1.09203115619e+002
+3.30658617009e+002,-1.09502249521e+002
+3.36613696427e+002,-1.10950236001e+002
+3.42676025343e+002,-1.09970144276e+002
+3.48847535295e+002,-1.09302718972e+002
+3.55130192606e+002,-1.11119183778e+002
+3.61525999011e+002,-1.11459315146e+002
+3.68036992298e+002,-1.09963694389e+002
+3.74665246955e+002,-1.10514207524e+002
+3.81412874828e+002,-1.11630002589e+002
+3.88282025801e+002,-1.11744339249e+002
+3.95274888473e+002,-1.10944164699e+002
+4.02393690862e+002,-1.11517347295e+002
+4.09640701111e+002,-1.08413590177e+002
+4.17018228212e+002,-1.08241838457e+002
+4.24528622739e+002,-1.13127250504e+002
+4.32174277604e+002,-1.12385123744e+002
+4.39957628810e+002,-1.11827595700e+002
+4.47881156235e+002,-9.57810778376e+001
+4.55947384417e+002,-8.17465242531e+001
+4.64158883361e+002,-8.49362395745e+001
+4.72518269359e+002,-1.08182273668e+002
+4.81028205818e+002,-1.13025959630e+002
+4.89691404115e+002,-1.12835583880e+002
+4.98510624459e+002,-1.11973796111e+002
+5.07488676766e+002,-1.12380844583e+002
+5.16628421561e+002,-1.12983073076e+002
+5.25932770886e+002,-1.15623429496e+002
+5.35404689227e+002,-1.14016924810e+002
+5.45047194461e+002,-1.14440226117e+002
+5.54863358815e+002,-1.13589651143e+002
+5.64856309846e+002,-1.15067075458e+002
+5.75029231439e+002,-1.13896335085e+002
+5.85385364818e+002,-1.14811327916e+002
+5.95928009583e+002,-1.14410643458e+002
+6.06660524757e+002,-1.14906736954e+002
+6.17586329859e+002,-1.15151397181e+002
+6.28708905992e+002,-1.15418459120e+002
+6.40031796953e+002,-1.13572365053e+002
+6.51558610364e+002,-1.14607974315e+002
+6.63293018816e+002,-1.16019519081e+002
+6.75238761044e+002,-1.12003248816e+002
+6.87399643118e+002,-9.12729589303e+001
+6.99779539652e+002,-1.05988316790e+002
+7.12382395042e+002,-1.15549051226e+002
+7.25212224722e+002,-1.16313384481e+002
+7.38273116442e+002,-1.15984512260e+002
+7.51569231572e+002,-1.17149574108e+002
+7.65104806427e+002,-1.17361947728e+002
+7.78884153618e+002,-1.17719288368e+002
+7.92911663423e+002,-1.16835620948e+002
+8.07191805189e+002,-1.17969016543e+002
+8.21729128755e+002,-1.17036798320e+002
+8.36528265901e+002,-1.18326513466e+002
+8.51593931825e+002,-1.17854430561e+002
+8.66930926644e+002,-1.18215090319e+002
+8.82544136923e+002,-1.18904697439e+002
+8.98438537235e+002,-1.18077761650e+002
+9.14619191741e+002,-9.59442879781e+001
+9.31091255809e+002,-1.06172122650e+002
+9.47859977652e+002,-1.19737856071e+002
+9.64930700003e+002,-1.19237199015e+002
+9.82308861817e+002,-1.18664789140e+002
+1.00000000000e+003,-1.18818588153e+002
+1.01800975118e+003,-1.19232074180e+002
+1.03634385350e+003,-1.20976695513e+002
+1.05500814844e+003,-1.19888523607e+002
+1.07400858268e+003,-1.20539145882e+002
+1.09335121002e+003,-1.20477120998e+002
+1.11304219327e+003,-1.20671446830e+002
+1.13308780622e+003,-1.12857373103e+002
+1.15349443568e+003,-1.04503950877e+002
+1.17426858345e+003,-1.20833372421e+002
+1.19541686846e+003,-1.21133011134e+002
+1.21694602882e+003,-1.21084613557e+002
+1.23886292399e+003,-1.21651597309e+002
+1.26117453700e+003,-1.21915395347e+002
+1.28388797661e+003,-1.22143979435e+002
+1.30701047961e+003,-1.21934460105e+002
+1.33054941314e+003,-1.22308002020e+002
+1.35451227700e+003,-1.22616415509e+002
+1.37890670608e+003,-1.10687119439e+002
+1.40374047276e+003,-1.22494141975e+002
+1.42902148939e+003,-1.23223928316e+002
+1.45475781085e+003,-1.23946450379e+002
+1.48095763705e+003,-1.23553637161e+002
+1.50762931560e+003,-1.22302100508e+002
+1.53478134445e+003,-1.23167512021e+002
+1.56242237458e+003,-1.20942639331e+002
+1.59056121278e+003,-1.15283398957e+002
+1.61920682446e+003,-1.14509990266e+002
+1.64836833648e+003,-1.16914604071e+002
+1.67805504007e+003,-1.23710054192e+002
+1.70827639381e+003,-1.24430287386e+002
+1.73904202661e+003,-1.24267899187e+002
+1.77036174080e+003,-1.24694302910e+002
+1.80224551525e+003,-1.16874197220e+002
+1.83470350855e+003,-1.14347704488e+002
+1.86774606222e+003,-1.19133678015e+002
+1.90138370407e+003,-1.25629607586e+002
+1.93562715148e+003,-1.26336055226e+002
+1.97048731486e+003,-1.26044209127e+002
+2.00597530110e+003,-1.26041082952e+002
+2.04210241715e+003,-1.19408179769e+002
+2.07888017356e+003,-1.18473217827e+002
+2.11632028822e+003,-1.23286507562e+002
+2.15443469003e+003,-1.26354172075e+002
+2.19323552273e+003,-1.26831059436e+002
+2.23273514878e+003,-1.26902683464e+002
+2.27294615326e+003,-1.25911248414e+002
+2.31388134792e+003,-1.25256004440e+002
+2.35555377526e+003,-1.27626154833e+002
+2.39797671264e+003,-1.27648269113e+002
+2.44116367658e+003,-1.27717535929e+002
+2.48512842698e+003,-1.25542437925e+002
+2.52988497160e+003,-1.23672779531e+002
+2.57544757045e+003,-1.28280544266e+002
+2.62183074038e+003,-1.28868300973e+002
+2.66904925965e+003,-1.28630924805e+002
+2.71711817270e+003,-1.25831733674e+002
+2.76605279492e+003,-1.22762571628e+002
+2.81586871751e+003,-1.27979079764e+002
+2.86658181246e+003,-1.30284510716e+002
+2.91820823764e+003,-1.29247655874e+002
+2.97076444190e+003,-1.26113637624e+002
+3.02426717031e+003,-1.28304230288e+002
+3.07873346955e+003,-1.30429640168e+002
+3.13418069329e+003,-1.29925907073e+002
+3.19062650773e+003,-1.28281445369e+002
+3.24808889724e+003,-1.29282063362e+002
+3.30658617009e+003,-1.30945056327e+002
+3.36613696427e+003,-1.30877103178e+002
