Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.00000000000e+003,-1.17832734400e+002
+1.01800975118e+003,-1.17920793801e+002
+1.03634385350e+003,-1.07806789131e+002
+1.05500814844e+003,-1.07893681121e+002
+1.07400858268e+003,-1.04341514278e+002
+1.09335121002e+003,-1.05188717033e+002
+1.11304219327e+003,-1.05274678683e+002
+1.13308780622e+003,-1.12075097005e+002
+1.15349443568e+003,-1.21205946593e+002
+1.17426858345e+003,-1.21258418700e+002
+1.19541686846e+003,-1.17289034707e+002
+1.21694602882e+003,-1.07984619468e+002
+1.23886292399e+003,-1.08034631499e+002
+1.26117453700e+003,-1.04613331256e+002
+1.28388797661e+003,-1.05664524720e+002
+1.30701047961e+003,-1.11862164557e+002
+1.33054941314e+003,-1.21187445479e+002
+1.35451227700e+003,-1.21208514108e+002
+1.37890670608e+003,-1.20878998594e+002
+1.40374047276e+003,-1.12033213667e+002
+1.42902148939e+003,-1.09230356485e+002
+1.45475781085e+003,-1.10439993970e+002
+1.48095763705e+003,-1.15656354085e+002
+1.50762931560e+003,-1.23006687659e+002
+1.53478134445e+003,-1.23037729620e+002
+1.56242237458e+003,-1.23655949819e+002
+1.59056121278e+003,-1.18366419910e+002
+1.61920682446e+003,-1.14620677811e+002
+1.64836833648e+003,-1.15479459849e+002
+1.67805504007e+003,-1.21211127005e+002
+1.70827639381e+003,-1.24501998247e+002
+1.73904202661e+003,-1.24898856750e+002
+1.77036174080e+003,-1.16280184935e+002
+1.80224551525e+003,-1.12882695140e+002
+1.83470350855e+003,-1.18028673943e+002
+1.86774606222e+003,-1.23766522464e+002
+1.90138370407e+003,-1.23144954343e+002
+1.93562715148e+003,-1.16435468344e+002
+1.97048731486e+003,-1.12665147716e+002
+2.00597530110e+003,-1.13422415507e+002
+2.04210241715e+003,-1.21541325551e+002
+2.07888017356e+003,-1.25498621038e+002
+2.11632028822e+003,-1.21252345187e+002
+2.15443469003e+003,-1.16394936025e+002
+2.19323552273e+003,-1.19111228174e+002
+2.23273514878e+003,-1.26953051515e+002
+2.27294615326e+003,-1.26212976446e+002
+2.31388134792e+003,-1.21713580254e+002
+2.35555377526e+003,-1.20194420364e+002
+2.39797671264e+003,-1.25809687875e+002
+2.44116367658e+003,-1.27844674008e+002
+2.48512842698e+003,-1.20816322013e+002
+2.52988497160e+003,-1.18120987923e+002
+2.57544757045e+003,-1.24970165373e+002
+2.62183074038e+003,-1.26949234036e+002
+2.66904925965e+003,-1.20765359563e+002
+2.71711817270e+003,-1.18380131248e+002
+2.76605279492e+003,-1.25312200144e+002
+2.81586871751e+003,-1.27445323243e+002
+2.86658181246e+003,-1.24524564098e+002
+2.91820823764e+003,-1.27604687441e+002
+2.97076444190e+003,-1.29876106770e+002
+3.02426717031e+003,-1.25705128043e+002
+3.07873346955e+003,-1.25357847924e+002
+3.13418069329e+003,-1.29973085343e+002
+3.19062650773e+003,-1.25162192724e+002
+3.24808889724e+003,-1.22428211530e+002
+3.30658617009e+003,-1.28447454558e+002
+3.36613696427e+003,-1.30281316137e+002
+3.42676025343e+003,-1.26242961322e+002
+3.48847535295e+003,-1.30498701859e+002
+3.55130192606e+003,-1.27302705243e+002
+3.61525999011e+003,-1.27424425011e+002
+3.68036992298e+003,-1.30109037882e+002
+3.74665246955e+003,-1.27856725452e+002
+3.81412874828e+003,-1.27227514419e+002
+3.88282025801e+003,-1.30547558204e+002
+3.95274888473e+003,-1.25667994057e+002
+4.02393690862e+003,-1.29554844065e+002
+4.09640701111e+003,-1.31498820124e+002
+4.17018228212e+003,-1.30810971651e+002
+4.24528622739e+003,-1.30992677427e+002
+4.32174277604e+003,-1.29894237399e+002
+4.39957628810e+003,-1.31602686091e+002
+4.47881156235e+003,-1.29325696809e+002
+4.55947384417e+003,-1.31197112313e+002
+4.64158883361e+003,-1.29315545468e+002
+4.72518269359e+003,-1.30914956225e+002
+4.81028205818e+003,-1.31346853094e+002
+4.89691404115e+003,-1.29271100136e+002
+4.98510624459e+003,-1.32580800456e+002
+5.07488676766e+003,-1.31299760657e+002
+5.16628421561e+003,-1.31632206902e+002
+5.25932770886e+003,-1.30499592444e+002
+5.35404689227e+003,-1.28981178835e+002
+5.45047194461e+003,-1.30790561626e+002
+5.54863358815e+003,-1.31578236427e+002
+5.64856309846e+003,-1.32809863174e+002
+5.75029231439e+003,-1.31508102930e+002
+5.85385364818e+003,-1.33137310876e+002
+5.95928009583e+003,-1.30244444577e+002
+6.06660524757e+003,-1.32708294046e+002
+6.17586329859e+003,-1.33222143452e+002
+6.28708905992e+003,-1.31872492960e+002
+6.40031796953e+003,-1.34153102586e+002
+6.51558610364e+003,-1.33413351135e+002
+6.63293018816e+003,-1.34551226358e+002
+6.75238761044e+003,-1.35121947143e+002
+6.87399643118e+003,-1.32885423343e+002
+6.99779539652e+003,-1.35547249812e+002
+7.12382395042e+003,-1.33590710271e+002
+7.25212224722e+003,-1.33638251186e+002
+7.38273116442e+003,-1.32917575010e+002
+7.51569231572e+003,-1.35119306711e+002
+7.65104806427e+003,-1.34069023009e+002
+7.78884153618e+003,-1.34222684366e+002
+7.92911663423e+003,-1.34252830910e+002
+8.07191805189e+003,-1.33460618760e+002
+8.21729128755e+003,-1.34620047313e+002
+8.36528265901e+003,-1.35420512311e+002
+8.51593931825e+003,-1.35908968554e+002
+8.66930926644e+003,-1.34557010558e+002
+8.82544136923e+003,-1.35762981717e+002
+8.98438537235e+003,-1.35466596681e+002
+9.14619191741e+003,-1.34671726707e+002
+9.31091255809e+003,-1.35775425901e+002
+9.47859977652e+003,-1.36197538400e+002
+9.64930700003e+003,-1.35396889560e+002
+9.82308861817e+003,-1.34616801874e+002
+1.00000000000e+004,-1.34747070889e+002
+1.01800975118e+004,-1.35960658810e+002
+1.03634385350e+004,-1.36081814534e+002
+1.05500814844e+004,-1.36552948367e+002
+1.07400858268e+004,-1.37065638753e+002
+1.09335121002e+004,-1.36468446255e+002
+1.11304219327e+004,-1.36326040627e+002
+1.13308780622e+004,-1.36691107626e+002
+1.15349443568e+004,-1.36180820529e+002
+1.17426858345e+004,-1.36011255078e+002
+1.19541686846e+004,-1.36962268007e+002
+1.21694602882e+004,-1.37283856661e+002
+1.23886292399e+004,-1.38001330528e+002
+1.26117453700e+004,-1.38058815829e+002
+1.28388797661e+004,-1.37257000927e+002
+1.30701047961e+004,-1.36997583407e+002
+1.33054941314e+004,-1.37542737099e+002
+1.35451227700e+004,-1.38023812493e+002
+1.37890670608e+004,-1.38053706014e+002
+1.40374047276e+004,-1.38294388734e+002
+1.42902148939e+004,-1.38209650545e+002
+1.45475781085e+004,-1.38452777691e+002
+1.48095763705e+004,-1.38508529243e+002
+1.50762931560e+004,-1.38967505551e+002
+1.53478134445e+004,-1.38525661054e+002
+1.56242237458e+004,-1.38453562401e+002
+1.59056121278e+004,-1.38257395300e+002
+1.61920682446e+004,-1.38479794519e+002
+1.64836833648e+004,-1.38689640997e+002
+1.67805504007e+004,-1.38575270265e+002
+1.70827639381e+004,-1.38914632791e+002
+1.73904202661e+004,-1.38957788669e+002
+1.77036174080e+004,-1.39194086118e+002
+1.80224551525e+004,-1.39440992600e+002
+1.83470350855e+004,-1.39625094392e+002
+1.86774606222e+004,-1.39578218886e+002
+1.90138370407e+004,-1.38807840994e+002
+1.93562715148e+004,-1.39078498144e+002
+1.97048731486e+004,-1.39331108874e+002
+2.00597530110e+004,-1.38819799201e+002
+2.04210241715e+004,-1.39501946627e+002
+2.07888017356e+004,-1.39018127815e+002
+2.11632028822e+004,-1.39549997056e+002
+2.15443469003e+004,-1.40279867588e+002
+2.19323552273e+004,-1.40129367545e+002
+2.23273514878e+004,-1.40169409014e+002
+2.27294615326e+004,-1.39757206914e+002
+2.31388134792e+004,-1.39198846239e+002
+2.35555377526e+004,-1.39467434581e+002
+2.39797671264e+004,-1.39992503351e+002
+2.44116367658e+004,-1.40822321236e+002
+2.48512842698e+004,-1.40438062385e+002
+2.52988497160e+004,-1.39908316751e+002
+2.57544757045e+004,-1.40423145634e+002
+2.62183074038e+004,-1.40317806307e+002
+2.66904925965e+004,-1.40868204493e+002
+2.71711817270e+004,-1.40110390489e+002
+2.76605279492e+004,-1.40408461206e+002
