Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.61920682446e+004,-1.38789417011e+002
+1.64836833648e+004,-1.37965475319e+002
+1.67805504007e+004,-1.38119563871e+002
+1.70827639381e+004,-1.39136143903e+002
+1.73904202661e+004,-1.39021916625e+002
+1.77036174080e+004,-1.38458262712e+002
+1.80224551525e+004,-1.38468908986e+002
+1.83470350855e+004,-1.38827337276e+002
+1.86774606222e+004,-1.39401845682e+002
+1.90138370407e+004,-1.38905801445e+002
+1.93562715148e+004,-1.38932436032e+002
+1.97048731486e+004,-1.39040241563e+002
+2.00597530110e+004,-1.38796296636e+002
+2.04210241715e+004,-1.39682613962e+002
+2.07888017356e+004,-1.38833608954e+002
+2.11632028822e+004,-1.39656365469e+002
+2.15443469003e+004,-1.39804955137e+002
+2.19323552273e+004,-1.39428954175e+002
+2.23273514878e+004,-1.39943705109e+002
+2.27294615326e+004,-1.40186403920e+002
+2.31388134792e+004,-1.39505690158e+002
+2.35555377526e+004,-1.39907363819e+002
+2.39797671264e+004,-1.39979471513e+002
+2.44116367658e+004,-1.39643355757e+002
+2.48512842698e+004,-1.40162488070e+002
+2.52988497160e+004,-1.40761003508e+002
+2.57544757045e+004,-1.40563010465e+002
+2.62183074038e+004,-1.40227069501e+002
+2.66904925965e+004,-1.40263900020e+002
+2.71711817270e+004,-1.41128859004e+002
+2.76605279492e+004,-1.41008137937e+002
+2.81586871751e+004,-1.40340634319e+002
+2.86658181246e+004,-1.40746947361e+002
+2.91820823764e+004,-1.40809802727e+002
+2.97076444190e+004,-1.41563741435e+002
+3.02426717031e+004,-1.40356699399e+002
+3.07873346955e+004,-1.40662634205e+002
+3.13418069329e+004,-1.41546720394e+002
+3.19062650773e+004,-1.41268255143e+002
+3.24808889724e+004,-1.41619156735e+002
+3.30658617009e+004,-1.41335441118e+002
+3.36613696427e+004,-1.41679200113e+002
+3.42676025343e+004,-1.41885634044e+002
+3.48847535295e+004,-1.41426428558e+002
+3.55130192606e+004,-1.41415734805e+002
+3.61525999011e+004,-1.41439402788e+002
+3.68036992298e+004,-1.42073495839e+002
+3.74665246955e+004,-1.41903102063e+002
+3.81412874828e+004,-1.41591361365e+002
+3.88282025801e+004,-1.41915196934e+002
+3.95274888473e+004,-1.41429238842e+002
+4.02393690862e+004,-1.41968866092e+002
+4.09640701111e+004,-1.42106506059e+002
+4.17018228212e+004,-1.42030715953e+002
+4.24528622739e+004,-1.42007612371e+002
+4.32174277604e+004,-1.42347772509e+002
+4.39957628810e+004,-1.42528007133e+002
+4.47881156235e+004,-1.42356699555e+002
+4.55947384417e+004,-1.42279614428e+002
+4.64158883361e+004,-1.42726549611e+002
+4.72518269359e+004,-1.41942141290e+002
+4.81028205818e+004,-1.42697526381e+002
+4.89691404115e+004,-1.42914643911e+002
+4.98510624459e+004,-1.43065720089e+002
+5.07488676766e+004,-1.43816997657e+002
+5.16628421561e+004,-1.43432001318e+002
+5.25932770886e+004,-1.43492580886e+002
+5.35404689227e+004,-1.42819992922e+002
+5.45047194461e+004,-1.42970002390e+002
+5.54863358815e+004,-1.42945929923e+002
+5.64856309846e+004,-1.43011844617e+002
+5.75029231439e+004,-1.42973179408e+002
+5.85385364818e+004,-1.43569523903e+002
+5.95928009583e+004,-1.43262473984e+002
+6.06660524757e+004,-1.43782661770e+002
+6.17586329859e+004,-1.43556652919e+002
+6.28708905992e+004,-1.43403434885e+002
+6.40031796953e+004,-1.43546416468e+002
+6.51558610364e+004,-1.43047927141e+002
+6.63293018816e+004,-1.43766482682e+002
+6.75238761044e+004,-1.44511690514e+002
+6.87399643118e+004,-1.43819471553e+002
+6.99779539652e+004,-1.43929166264e+002
+7.12382395042e+004,-1.43776792613e+002
+7.25212224722e+004,-1.44285630913e+002
+7.38273116442e+004,-1.43864363883e+002
+7.51569231572e+004,-1.44667517921e+002
+7.65104806427e+004,-1.45058749747e+002
+7.78884153618e+004,-1.44638402488e+002
+7.92911663423e+004,-1.43846364610e+002
+8.07191805189e+004,-1.44616605588e+002
+8.21729128755e+004,-1.44288185357e+002
+8.36528265901e+004,-1.45021655554e+002
+8.51593931825e+004,-1.44718766783e+002
+8.66930926644e+004,-1.44664451098e+002
+8.82544136923e+004,-1.44603328782e+002
+8.98438537235e+004,-1.44943557655e+002
+9.14619191741e+004,-1.45079466723e+002
+9.31091255809e+004,-1.45616081837e+002
+9.47859977652e+004,-1.45071153250e+002
+9.64930700003e+004,-1.44945538899e+002
+9.82308861817e+004,-1.45311536943e+002
+1.00000000000e+005,-1.45566144948e+002
+1.01800975118e+005,-1.45054239765e+002
+1.03634385350e+005,-1.45024382672e+002
+1.05500814844e+005,-1.45141878443e+002
+1.07400858268e+005,-1.45242226002e+002
+1.09335121002e+005,-1.45401982576e+002
+1.11304219327e+005,-1.45309538466e+002
+1.13308780622e+005,-1.45849115787e+002
+1.15349443568e+005,-1.45844402506e+002
+1.17426858345e+005,-1.45797097457e+002
+1.19541686846e+005,-1.45793078829e+002
+1.21694602882e+005,-1.45933444534e+002
+1.23886292399e+005,-1.45772411779e+002
+1.26117453700e+005,-1.45977334043e+002
+1.28388797661e+005,-1.46511649603e+002
+1.30701047961e+005,-1.46089300519e+002
+1.33054941314e+005,-1.45784780167e+002
+1.35451227700e+005,-1.46076437593e+002
+1.37890670608e+005,-1.46216911569e+002
+1.40374047276e+005,-1.46256555550e+002
+1.42902148939e+005,-1.46616522222e+002
+1.45475781085e+005,-1.46767943678e+002
+1.48095763705e+005,-1.46405070899e+002
+1.50762931560e+005,-1.46535863543e+002
+1.53478134445e+005,-1.46588692317e+002
+1.56242237458e+005,-1.46634644913e+002
+1.59056121278e+005,-1.47030091742e+002
+1.61920682446e+005,-1.46761048141e+002
+1.64836833648e+005,-1.46826592817e+002
+1.67805504007e+005,-1.47356140439e+002
+1.70827639381e+005,-1.46759446087e+002
+1.73904202661e+005,-1.46570128237e+002
+1.77036174080e+005,-1.46759894724e+002
+1.80224551525e+005,-1.46744540739e+002
+1.83470350855e+005,-1.47064716831e+002
+1.86774606222e+005,-1.47032445117e+002
+1.90138370407e+005,-1.46997642324e+002
+1.93562715148e+005,-1.46837358947e+002
+1.97048731486e+005,-1.47313595311e+002
+2.00597530110e+005,-1.47349684342e+002
+2.04210241715e+005,-1.47015609982e+002
+2.07888017356e+005,-1.46918858821e+002
+2.11632028822e+005,-1.47272209337e+002
+2.15443469003e+005,-1.47735917536e+002
+2.19323552273e+005,-1.47710228467e+002
+2.23273514878e+005,-1.47206133304e+002
+2.27294615326e+005,-1.47364778783e+002
+2.31388134792e+005,-1.47715234931e+002
+2.35555377526e+005,-1.47617515985e+002
+2.39797671264e+005,-1.48020953952e+002
+2.44116367658e+005,-1.48121472711e+002
+2.48512842698e+005,-1.47886078071e+002
+2.52988497160e+005,-1.47840339427e+002
+2.57544757045e+005,-1.47755443827e+002
+2.62183074038e+005,-1.47730040021e+002
+2.66904925965e+005,-1.47764743622e+002
+2.71711817270e+005,-1.47766697122e+002
+2.76605279492e+005,-1.47912600881e+002
+2.81586871751e+005,-1.48265907953e+002
+2.86658181246e+005,-1.48028458271e+002
+2.91820823764e+005,-1.48111151779e+002
+2.97076444190e+005,-1.48405871713e+002
+3.02426717031e+005,-1.48451745267e+002
+3.07873346955e+005,-1.48316929972e+002
+3.13418069329e+005,-1.48511371573e+002
+3.19062650773e+005,-1.48580916867e+002
+3.24808889724e+005,-1.48297807059e+002
+3.30658617009e+005,-1.48671116797e+002
+3.36613696427e+005,-1.48478927437e+002
+3.42676025343e+005,-1.48559484470e+002
+3.48847535295e+005,-1.49028203774e+002
+3.55130192606e+005,-1.48461110384e+002
+3.61525999011e+005,-1.48835936610e+002
+3.68036992298e+005,-1.49068805838e+002
+3.74665246955e+005,-1.48861015644e+002
+3.81412874828e+005,-1.48669458609e+002
+3.88282025801e+005,-1.48668349108e+002
+3.95274888473e+005,-1.49077392545e+002
+4.02393690862e+005,-1.49121115231e+002
+4.09640701111e+005,-1.48982892331e+002
+4.17018228212e+005,-1.49327452214e+002
+4.24528622739e+005,-1.49154873693e+002
+4.32174277604e+005,-1.49193091979e+002
+4.39957628810e+005,-1.49081829950e+002
+4.47881156235e+005,-1.49195568479e+002
+4.55947384417e+005,-1.49109473252e+002
+4.64158883361e+005,-1.49360631357e+002
+4.72518269359e+005,-1.49575912562e+002
+4.81028205818e+005,-1.48902759691e+002
+4.89691404115e+005,-1.49540081435e+002
+4.98510624459e+005,-1.49414161669e+002
+5.07488676766e+005,-1.48696149982e+002
+5.16628421561e+005,-1.49306764159e+002
+5.25932770886e+005,-1.49174931983e+002
+5.35404689227e+005,-1.49420758250e+002
+5.45047194461e+005,-1.49760913912e+002
+5.54863358815e+005,-1.49773776811e+002
+5.64856309846e+005,-1.49801309470e+002
+5.75029231439e+005,-1.49854476780e+002
+5.85385364818e+005,-1.50093062060e+002
+5.95928009583e+005,-1.50082228244e+002
+6.06660524757e+005,-1.49906523779e+002
+6.17586329859e+005,-1.49804699729e+002
+6.28708905992e+005,-1.49937447490e+002
+6.40031796953e+005,-1.49503750961e+002
+6.51558610364e+005,-1.49860240373e+002
+6.63293018816e+005,-1.49982983255e+002
+6.75238761044e+005,-1.50292500180e+002
+6.87399643118e+005,-1.50845655116e+002
+6.99779539652e+005,-1.50295470525e+002
+7.12382395042e+005,-1.50138073724e+002
+7.25212224722e+005,-1.50544769544e+002
+7.38273116442e+005,-1.50637517671e+002
+7.51569231572e+005,-1.50559797078e+002
+7.65104806427e+005,-1.50764357424e+002
+7.78884153618e+005,-1.51160705578e+002
+7.92911663423e+005,-1.50610158859e+002
+8.07191805189e+005,-1.50941319984e+002
+8.21729128755e+005,-1.50458051389e+002
+8.36528265901e+005,-1.50454151722e+002
+8.51593931825e+005,-1.50811122399e+002
+8.66930926644e+005,-1.50546024910e+002
+8.82544136923e+005,-1.50686433096e+002
+8.98438537235e+005,-1.51587241627e+002
+9.14619191741e+005,-1.51470339541e+002
+9.31091255809e+005,-1.50552550195e+002
+9.47859977652e+005,-1.50517680764e+002
+9.64930700003e+005,-1.50763428691e+002
+9.82308861817e+005,-1.50818246070e+002
+1.00000000000e+006,-1.48951369538e+002
+1.01800975118e+006,-1.50933673371e+002
+1.03634385350e+006,-1.51741463520e+002
+1.05500814844e+006,-1.52100210552e+002
+1.07400858268e+006,-1.52062878191e+002
+1.09335121002e+006,-1.51227346301e+002
+1.11304219327e+006,-1.51399635097e+002
+1.13308780622e+006,-1.51574735271e+002
+1.15349443568e+006,-1.52516865206e+002
+1.17426858345e+006,-1.51988468019e+002
+1.19541686846e+006,-1.51831970544e+002
+1.21694602882e+006,-1.52116822644e+002
+1.23886292399e+006,-1.52444804322e+002
+1.26117453700e+006,-1.52651119294e+002
+1.28388797661e+006,-1.52844294284e+002
+1.30701047961e+006,-1.53245475718e+002
+1.33054941314e+006,-1.52639677323e+002
+1.35451227700e+006,-1.52809244571e+002
+1.37890670608e+006,-1.53145167485e+002
+1.40374047276e+006,-1.53467032829e+002
+1.42902148939e+006,-1.53262228428e+002
+1.45475781085e+006,-1.53265399838e+002
+1.48095763705e+006,-1.53025777133e+002
+1.50762931560e+006,-1.53705859089e+002
+1.53478134445e+006,-1.54128120083e+002
+1.56242237458e+006,-1.53772879672e+002
+1.59056121278e+006,-1.53647297399e+002
+1.61920682446e+006,-1.53624349707e+002
+1.64836833648e+006,-1.53791698301e+002
+1.67805504007e+006,-1.54329920364e+002
+1.70827639381e+006,-1.54517226571e+002
+1.73904202661e+006,-1.53867826255e+002
+1.77036174080e+006,-1.54977290825e+002
+1.80224551525e+006,-1.54526990389e+002
+1.83470350855e+006,-1.54996166379e+002
+1.86774606222e+006,-1.55080915881e+002
+1.90138370407e+006,-1.54825296163e+002
+1.93562715148e+006,-1.54738103805e+002
+1.97048731486e+006,-1.54774593368e+002
+2.00597530110e+006,-1.52430112158e+002
+2.04210241715e+006,-1.55450191988e+002
+2.07888017356e+006,-1.55198656736e+002
+2.11632028822e+006,-1.55542606282e+002
+2.15443469003e+006,-1.56159834120e+002
+2.19323552273e+006,-1.55568060684e+002
+2.23273514878e+006,-1.55571600428e+002
+2.27294615326e+006,-1.56200998194e+002
+2.31388134792e+006,-1.55901467099e+002
+2.35555377526e+006,-1.55266427149e+002
+2.39797671264e+006,-1.56223172849e+002
+2.44116367658e+006,-1.55600510405e+002
+2.48512842698e+006,-1.55831348749e+002
+2.52988497160e+006,-1.56709314705e+002
+2.57544757045e+006,-1.56424676069e+002
+2.62183074038e+006,-1.56463408686e+002
+2.66904925965e+006,-1.56823480437e+002
+2.71711817270e+006,-1.56407932301e+002
+2.76605279492e+006,-1.56632111531e+002
+2.81586871751e+006,-1.57450611806e+002
+2.86658181246e+006,-1.56587676594e+002
+2.91820823764e+006,-1.56294704450e+002
+2.97076444190e+006,-1.56354574255e+002
+3.02426717031e+006,-1.56111797721e+002
+3.07873346955e+006,-1.57852659770e+002
+3.13418069329e+006,-1.57136224503e+002
+3.19062650773e+006,-1.56144656090e+002
+3.24808889724e+006,-1.57224534790e+002
+3.30658617009e+006,-1.57252826411e+002
+3.36613696427e+006,-1.57235653888e+002
+3.42676025343e+006,-1.57544627795e+002
+3.48847535295e+006,-1.57359123743e+002
+3.55130192606e+006,-1.57499560456e+002
+3.61525999011e+006,-1.57330095830e+002
+3.68036992298e+006,-1.57053953306e+002
+3.74665246955e+006,-1.57343715892e+002
+3.81412874828e+006,-1.57964615955e+002
+3.88282025801e+006,-1.57301099910e+002
+3.95274888473e+006,-1.56899953442e+002
+4.02393690862e+006,-1.56500515987e+002
+4.09640701111e+006,-1.57269083529e+002
+4.17018228212e+006,-1.57583343153e+002
+4.24528622739e+006,-1.57650650106e+002
+4.32174277604e+006,-1.57931906452e+002
+4.39957628810e+006,-1.58707951969e+002
+4.47881156235e+006,-1.58187389909e+002
+4.55947384417e+006,-1.58157933534e+002
+4.64158883361e+006,-1.58364517146e+002
+4.72518269359e+006,-1.58104123680e+002
+4.81028205818e+006,-1.57280123195e+002
+4.89691404115e+006,-1.57743144514e+002
+4.98510624459e+006,-1.58417883786e+002
+5.07488676766e+006,-1.57372053543e+002
+5.16628421561e+006,-1.59025503296e+002
+5.25932770886e+006,-1.58040986020e+002
+5.35404689227e+006,-1.58488072747e+002
+5.45047194461e+006,-1.58021622815e+002
+5.54863358815e+006,-1.58157176035e+002
+5.64856309846e+006,-1.57990502240e+002
+5.75029231439e+006,-1.58428045750e+002
+5.85385364818e+006,-1.58672103833e+002
+5.95928009583e+006,-1.58858465954e+002
+6.06660524757e+006,-1.57766876196e+002
+6.17586329859e+006,-1.58578087599e+002
+6.28708905992e+006,-1.59107880150e+002
+6.40031796953e+006,-1.59315620114e+002
+6.51558610364e+006,-1.59307760808e+002
+6.63293018816e+006,-1.58516800002e+002
+6.75238761044e+006,-1.58508964429e+002
+6.87399643118e+006,-1.58693508564e+002
+6.99779539652e+006,-1.58685419287e+002
+7.12382395042e+006,-1.58771624437e+002
+7.25212224722e+006,-1.58763096627e+002
+7.38273116442e+006,-1.59505763804e+002
+7.51569231572e+006,-1.58620823066e+002
+7.65104806427e+006,-1.58609109725e+002
+7.78884153618e+006,-1.58861294670e+002
+7.92911663423e+006,-1.58849223275e+002
+8.07191805189e+006,-1.59726343541e+002
+8.21729128755e+006,-1.59721067950e+002
+8.36528265901e+006,-1.59002972519e+002
+8.51593931825e+006,-1.58787949041e+002
+8.66930926644e+006,-1.58782404958e+002
+8.82544136923e+006,-1.58960715066e+002
+8.98438537235e+006,-1.59449082458e+002
+9.14619191741e+006,-1.59444599279e+002
+9.31091255809e+006,-1.58886380426e+002
+9.47859977652e+006,-1.59032344674e+002
+9.64930700003e+006,-1.59027780363e+002
+9.82308861817e+006,-1.58593042502e+002
+1.00000000000e+007,-1.58397838881e+002
+1.01800975118e+007,-1.59139695655e+002
+1.03634385350e+007,-1.59139591982e+002
+1.05500814844e+007,-1.58276621281e+002
+1.07400858268e+007,-1.58079343879e+002
+1.09335121002e+007,-1.59019149665e+002
+1.11304219327e+007,-1.59019039197e+002
+1.13308780622e+007,-1.59153902695e+002
+1.15349443568e+007,-1.59018849647e+002
+1.17426858345e+007,-1.58934814968e+002
+1.19541686846e+007,-1.59389288332e+002
+1.21694602882e+007,-1.58932325860e+002
+1.23886292399e+007,-1.59150859853e+002
+1.26117453700e+007,-1.58514173718e+002
+1.28388797661e+007,-1.58556214585e+002
+1.30701047961e+007,-1.59005455912e+002
+1.33054941314e+007,-1.59006836820e+002
+1.35451227700e+007,-1.60053494552e+002
+1.37890670608e+007,-1.59559606869e+002
+1.40374047276e+007,-1.59423624532e+002
+1.42902148939e+007,-1.58446933106e+002
+1.45475781085e+007,-1.59061051825e+002
+1.48095763705e+007,-1.59457473300e+002
+1.50762931560e+007,-1.58906408099e+002
+1.53478134445e+007,-1.58307612691e+002
+1.56242237458e+007,-1.58614603374e+002
+1.59056121278e+007,-1.59353959960e+002
+1.61920682446e+007,-1.58509287200e+002
+1.64836833648e+007,-1.59034405642e+002
+1.67805504007e+007,-1.58621610960e+002
+1.70827639381e+007,-1.57849625258e+002
+1.73904202661e+007,-1.58226382128e+002
+1.77036174080e+007,-1.59054397107e+002
+1.80224551525e+007,-1.59397170289e+002
+1.83470350855e+007,-1.58717577047e+002
+1.86774606222e+007,-1.59548723260e+002
+1.90138370407e+007,-1.58958038240e+002
+1.93562715148e+007,-1.59199993829e+002
+1.97048731486e+007,-1.59833145598e+002
+2.00000000000e+007,-1.59120141868e+002
