Offset Frequency (Hz),Phase Noise (dBc/Hz)
+2.31388134792e+002,-1.09611768045e+002
+2.35555377526e+002,-1.09324261083e+002
+2.39797671264e+002,-1.02302927248e+002
+2.44116367658e+002,-1.07495877943e+002
+2.48512842698e+002,-1.07166946817e+002
+2.52988497160e+002,-1.09057852773e+002
+2.57544757045e+002,-1.07511217868e+002
+2.62183074038e+002,-1.08599621815e+002
+2.66904925965e+002,-1.11679277254e+002
+2.71711817270e+002,-1.05022781207e+002
+2.76605279492e+002,-1.05291719611e+002
+2.81586871751e+002,-1.14466957473e+002
+2.86658181246e+002,-1.08080161203e+002
+2.91820823764e+002,-1.08813894735e+002
+2.97076444190e+002,-1.08847302157e+002
+3.02426717031e+002,-1.09822808863e+002
+3.07873346955e+002,-1.06938992418e+002
+3.13418069329e+002,-1.22239599566e+002
+3.19062650773e+002,-1.13065171615e+002
+3.24808889724e+002,-1.08227869103e+002
+3.30658617009e+002,-1.01588705316e+002
+3.36613696427e+002,-1.14154941865e+002
+3.42676025343e+002,-1.11865684862e+002
+3.48847535295e+002,-1.12149058654e+002
+3.55130192606e+002,-8.85491719202e+001
+3.61525999011e+002,-7.84954364990e+001
+3.68036992298e+002,-7.85445362801e+001
+3.74665246955e+002,-9.29495570931e+001
+3.81412874828e+002,-1.15468285550e+002
+3.88282025801e+002,-1.11907491627e+002
+3.95274888473e+002,-1.08537851039e+002
+4.02393690862e+002,-1.06842079345e+002
+4.09640701111e+002,-1.16983523982e+002
+4.17018228212e+002,-1.19186554762e+002
+4.24528622739e+002,-1.10856031168e+002
+4.32174277604e+002,-1.12799355060e+002
+4.39957628810e+002,-1.12447590305e+002
+4.47881156235e+002,-1.11365063669e+002
+4.55947384417e+002,-1.13541580280e+002
+4.64158883361e+002,-1.12924447255e+002
+4.72518269359e+002,-1.20730176410e+002
+4.81028205818e+002,-1.15976499809e+002
+4.89691404115e+002,-1.13099301797e+002
+4.98510624459e+002,-1.14841935904e+002
+5.07488676766e+002,-1.15867905959e+002
+5.16628421561e+002,-1.13648621817e+002
+5.25932770886e+002,-1.12876112109e+002
+5.35404689227e+002,-1.01389667845e+002
+5.45047194461e+002,-8.99231822906e+001
+5.54863358815e+002,-9.16692456492e+001
+5.64856309846e+002,-1.15818830395e+002
+5.75029231439e+002,-1.24178933195e+002
+5.85385364818e+002,-1.23769530379e+002
+5.95928009583e+002,-1.15654252836e+002
+6.06660524757e+002,-1.17971154390e+002
+6.17586329859e+002,-1.12860855207e+002
+6.28708905992e+002,-1.17277752075e+002
+6.40031796953e+002,-1.14907952638e+002
+6.51558610364e+002,-1.24373927882e+002
+6.63293018816e+002,-1.10429187931e+002
+6.75238761044e+002,-1.13351319399e+002
+6.87399643118e+002,-1.18978075757e+002
+6.99779539652e+002,-1.20641954298e+002
+7.12382395042e+002,-1.25864829419e+002
+7.25212224722e+002,-9.22786161701e+001
+7.38273116442e+002,-9.46944293084e+001
+7.51569231572e+002,-1.21595885640e+002
+7.65104806427e+002,-1.20721626397e+002
+7.78884153618e+002,-1.26145258078e+002
+7.92911663423e+002,-1.17685144452e+002
+8.07191805189e+002,-1.18625990451e+002
+8.21729128755e+002,-1.15184838159e+002
+8.36528265901e+002,-1.21048693761e+002
+8.51593931825e+002,-1.18336449038e+002
+8.66930926644e+002,-1.20142532787e+002
+8.82544136923e+002,-1.20897520428e+002
+8.98438537235e+002,-1.18027504284e+002
+9.14619191741e+002,-1.03315690692e+002
+9.31091255809e+002,-1.18921663115e+002
+9.47859977652e+002,-1.17868192247e+002
+9.64930700003e+002,-1.20405193969e+002
+9.82308861817e+002,-1.22862154926e+002
+1.00000000000e+003,-1.18303819344e+002
+1.01800975118e+003,-1.21449199589e+002
+1.03634385350e+003,-1.21922981510e+002
+1.05500814844e+003,-1.13213981655e+002
+1.07400858268e+003,-1.22850940612e+002
+1.09335121002e+003,-1.04795613934e+002
+1.11304219327e+003,-1.19382415083e+002
+1.13308780622e+003,-1.27274155891e+002
+1.15349443568e+003,-1.19892181446e+002
+1.17426858345e+003,-1.17911564692e+002
+1.19541686846e+003,-1.21508138302e+002
+1.21694602882e+003,-1.27094702048e+002
+1.23886292399e+003,-1.22869826268e+002
+1.26117453700e+003,-1.20288812123e+002
+1.28388797661e+003,-1.14516587526e+002
+1.30701047961e+003,-1.20159550910e+002
+1.33054941314e+003,-1.21527216338e+002
+1.35451227700e+003,-1.23262392846e+002
+1.37890670608e+003,-1.20092375177e+002
+1.40374047276e+003,-1.19142411280e+002
+1.42902148939e+003,-1.24964671443e+002
+1.45475781085e+003,-1.07189827669e+002
+1.48095763705e+003,-1.29222550479e+002
+1.50762931560e+003,-1.22435141237e+002
+1.53478134445e+003,-1.29412923161e+002
+1.56242237458e+003,-1.25644457026e+002
+1.59056121278e+003,-1.23804370262e+002
+1.61920682446e+003,-1.19886520222e+002
+1.64836833648e+003,-1.17904950399e+002
+1.67805504007e+003,-1.20060558247e+002
+1.70827639381e+003,-1.22967934256e+002
+1.73904202661e+003,-1.22926296850e+002
+1.77036174080e+003,-1.23447512034e+002
+1.80224551525e+003,-1.21392938874e+002
+1.83470350855e+003,-1.19950933007e+002
+1.86774606222e+003,-1.22912448517e+002
+1.90138370407e+003,-1.25059796834e+002
+1.93562715148e+003,-1.27723992094e+002
+1.97048731486e+003,-1.20739775804e+002
+2.00597530110e+003,-1.15903654747e+002
+2.04210241715e+003,-1.19328769830e+002
+2.07888017356e+003,-1.25348245897e+002
+2.11632028822e+003,-1.25027269329e+002
+2.15443469003e+003,-1.33917064027e+002
+2.19323552273e+003,-1.28120917598e+002
+2.23273514878e+003,-1.23800931515e+002
+2.27294615326e+003,-1.26457201977e+002
+2.31388134792e+003,-1.30839633774e+002
+2.35555377526e+003,-1.23419401804e+002
+2.39797671264e+003,-1.23650047771e+002
+2.44116367658e+003,-1.28851552516e+002
+2.48512842698e+003,-1.27284300737e+002
+2.52988497160e+003,-1.26631151892e+002
+2.57544757045e+003,-1.24421695518e+002
+2.62183074038e+003,-1.28769472619e+002
+2.66904925965e+003,-1.31554745882e+002
+2.71711817270e+003,-1.22332116732e+002
+2.76605279492e+003,-1.24772417652e+002
+2.81586871751e+003,-1.28934192317e+002
+2.86658181246e+003,-1.27268432238e+002
+2.91820823764e+003,-1.27436480136e+002
+2.97076444190e+003,-1.32466820270e+002
+3.02426717031e+003,-1.30179983191e+002
+3.07873346955e+003,-1.31995933530e+002
+3.13418069329e+003,-1.30655261525e+002
+3.19062650773e+003,-1.32768588732e+002
+3.24808889724e+003,-1.28107171585e+002
+3.30658617009e+003,-1.27099461632e+002
+3.36613696427e+003,-1.31791858297e+002
+3.42676025343e+003,-1.28960215410e+002
+3.48847535295e+003,-1.28547682173e+002
+3.55130192606e+003,-1.33412874698e+002
+3.61525999011e+003,-1.33781756652e+002
+3.68036992298e+003,-1.28258496204e+002
+3.74665246955e+003,-1.28091197377e+002
+3.81412874828e+003,-1.31491947294e+002
+3.88282025801e+003,-1.30867736540e+002
+3.95274888473e+003,-1.33482932629e+002
+4.02393690862e+003,-1.35617781418e+002
+4.09640701111e+003,-1.30289921224e+002
+4.17018228212e+003,-1.30946507862e+002
+4.24528622739e+003,-1.35405295012e+002
+4.32174277604e+003,-1.33034431830e+002
+4.39957628810e+003,-1.32232434419e+002
+4.47881156235e+003,-1.31996001023e+002
+4.55947384417e+003,-1.32992087481e+002
+4.64158883361e+003,-1.34891821238e+002
+4.72518269359e+003,-1.36699286106e+002
+4.81028205818e+003,-1.35155044419e+002
+4.89691404115e+003,-1.32182911948e+002
+4.98510624459e+003,-1.33143542718e+002
+5.07488676766e+003,-1.33438108068e+002
+5.16628421561e+003,-1.33906498579e+002
+5.25932770886e+003,-1.35804302720e+002
+5.35404689227e+003,-1.32070391819e+002
+5.45047194461e+003,-1.29114080628e+002
+5.54863358815e+003,-1.29948202626e+002
+5.64856309846e+003,-1.34080119092e+002
+5.75029231439e+003,-1.33699665723e+002
+5.85385364818e+003,-1.34176418715e+002
+5.95928009583e+003,-1.35688106552e+002
+6.06660524757e+003,-1.37159096433e+002
+6.17586329859e+003,-1.33793065337e+002
+6.28708905992e+003,-1.40364053820e+002
+6.40031796953e+003,-1.36538522624e+002
+6.51558610364e+003,-1.33321986597e+002
+6.63293018816e+003,-1.34053634766e+002
+6.75238761044e+003,-1.36281952880e+002
+6.87399643118e+003,-1.40162887698e+002
+6.99779539652e+003,-1.33626089514e+002
+7.12382395042e+003,-1.37000118271e+002
+7.25212224722e+003,-1.33900616585e+002
+7.38273116442e+003,-1.35970196606e+002
+7.51569231572e+003,-1.33787002894e+002
+7.65104806427e+003,-1.35987549297e+002
+7.78884153618e+003,-1.38070719805e+002
+7.92911663423e+003,-1.38388985165e+002
+8.07191805189e+003,-1.35615073610e+002
+8.21729128755e+003,-1.35503328685e+002
+8.36528265901e+003,-1.36759804095e+002
+8.51593931825e+003,-1.34043253755e+002
+8.66930926644e+003,-1.35759096900e+002
+8.82544136923e+003,-1.34446101302e+002
+8.98438537235e+003,-1.36472620202e+002
+9.14619191741e+003,-1.35571898509e+002
+9.31091255809e+003,-1.36803620327e+002
+9.47859977652e+003,-1.38110585683e+002
+9.64930700003e+003,-1.34311857700e+002
+9.82308861817e+003,-1.34586459868e+002
+1.00000000000e+004,-1.36669230618e+002
+1.01800975118e+004,-1.37479003424e+002
+1.03634385350e+004,-1.37944731236e+002
+1.05500814844e+004,-1.36788801418e+002
+1.07400858268e+004,-1.39078139180e+002
+1.09335121002e+004,-1.37160481724e+002
+1.11304219327e+004,-1.37982620724e+002
+1.13308780622e+004,-1.38778644480e+002
+1.15349443568e+004,-1.36432271537e+002
+1.17426858345e+004,-1.37524805666e+002
+1.19541686846e+004,-1.37173673642e+002
+1.21694602882e+004,-1.36747905711e+002
+1.23886292399e+004,-1.39351618862e+002
+1.26117453700e+004,-1.38604880177e+002
+1.28388797661e+004,-1.38412014272e+002
+1.30701047961e+004,-1.38125408103e+002
+1.33054941314e+004,-1.37368230584e+002
+1.35451227700e+004,-1.37413641942e+002
+1.37890670608e+004,-1.37724434006e+002
+1.40374047276e+004,-1.38823898848e+002
+1.42902148939e+004,-1.38305205466e+002
+1.45475781085e+004,-1.38489098617e+002
+1.48095763705e+004,-1.39199137213e+002
+1.50762931560e+004,-1.37680356004e+002
+1.53478134445e+004,-1.38445534256e+002
+1.56242237458e+004,-1.39621801340e+002
+1.59056121278e+004,-1.40117627841e+002
+1.61920682446e+004,-1.40497212770e+002
+1.64836833648e+004,-1.40202142436e+002
+1.67805504007e+004,-1.37646942961e+002
+1.70827639381e+004,-1.39351066097e+002
+1.73904202661e+004,-1.39221831823e+002
+1.77036174080e+004,-1.38700781069e+002
+1.80224551525e+004,-1.39088332536e+002
+1.83470350855e+004,-1.41003253908e+002
+1.86774606222e+004,-1.40396497838e+002
+1.90138370407e+004,-1.39472785013e+002
+1.93562715148e+004,-1.40718477363e+002
+1.97048731486e+004,-1.40082307192e+002
+2.00597530110e+004,-1.41638678739e+002
+2.04210241715e+004,-1.38726065705e+002
+2.07888017356e+004,-1.39411692960e+002
+2.11632028822e+004,-1.39471962699e+002
+2.15443469003e+004,-1.40908347341e+002
+2.19323552273e+004,-1.41591076887e+002
+2.23273514878e+004,-1.40775471939e+002
+2.27294615326e+004,-1.41019555176e+002
+2.31388134792e+004,-1.39715207909e+002
+2.35555377526e+004,-1.40336805559e+002
+2.39797671264e+004,-1.39301973508e+002
+2.44116367658e+004,-1.39386633796e+002
+2.48512842698e+004,-1.41123864203e+002
+2.52988497160e+004,-1.40469045726e+002
+2.57544757045e+004,-1.41328749503e+002
+2.62183074038e+004,-1.41404531530e+002
+2.66904925965e+004,-1.41080759282e+002
+2.71711817270e+004,-1.40549308399e+002
+2.76605279492e+004,-1.40873379212e+002
+2.81586871751e+004,-1.41694686221e+002
+2.86658181246e+004,-1.44062825414e+002
+2.91820823764e+004,-1.42110418093e+002
+2.97076444190e+004,-1.41264745270e+002
+3.02426717031e+004,-1.42072982890e+002
+3.07873346955e+004,-1.42229255680e+002
+3.13418069329e+004,-1.41173407433e+002
+3.19062650773e+004,-1.41002975995e+002
+3.24808889724e+004,-1.43106444131e+002
+3.30658617009e+004,-1.40037310967e+002
+3.36613696427e+004,-1.41586176252e+002
+3.42676025343e+004,-1.40967978106e+002
+3.48847535295e+004,-1.40547024804e+002
+3.55130192606e+004,-1.41127947304e+002
+3.61525999011e+004,-1.41677238767e+002
+3.68036992298e+004,-1.41483335940e+002
+3.74665246955e+004,-1.42808937939e+002
+3.81412874828e+004,-1.43051742201e+002
+3.88282025801e+004,-1.42569218061e+002
+3.95274888473e+004,-1.44325008212e+002
+4.02393690862e+004,-1.42329773145e+002
+4.09640701111e+004,-1.42132967136e+002
+4.17018228212e+004,-1.42497746046e+002
+4.24528622739e+004,-1.41577004019e+002
+4.32174277604e+004,-1.42728699726e+002
+4.39957628810e+004,-1.42456306839e+002
+4.47881156235e+004,-1.43335129916e+002
+4.55947384417e+004,-1.43893018400e+002
+4.64158883361e+004,-1.43409010754e+002
+4.72518269359e+004,-1.42019381343e+002
+4.81028205818e+004,-1.43295667645e+002
+4.89691404115e+004,-1.42993492474e+002
+4.98510624459e+004,-1.44955724865e+002
+5.07488676766e+004,-1.42421847586e+002
+5.16628421561e+004,-1.42633995738e+002
+5.25932770886e+004,-1.42948770455e+002
+5.35404689227e+004,-1.43512919907e+002
+5.45047194461e+004,-1.43325331697e+002
+5.54863358815e+004,-1.42692686348e+002
+5.64856309846e+004,-1.44847991457e+002
+5.75029231439e+004,-1.45365634930e+002
+5.85385364818e+004,-1.43063128326e+002
+5.95928009583e+004,-1.44667813153e+002
+6.06660524757e+004,-1.44172966081e+002
+6.17586329859e+004,-1.43900308419e+002
+6.28708905992e+004,-1.43053494458e+002
+6.40031796953e+004,-1.43144882289e+002
+6.51558610364e+004,-1.43254206279e+002
+6.63293018816e+004,-1.44183247951e+002
+6.75238761044e+004,-1.44589789923e+002
+6.87399643118e+004,-1.46165334617e+002
+6.99779539652e+004,-1.45046995457e+002
+7.12382395042e+004,-1.44675993335e+002
+7.25212224722e+004,-1.42872243683e+002
+7.38273116442e+004,-1.43917531906e+002
+7.51569231572e+004,-1.44196867808e+002
+7.65104806427e+004,-1.45495843475e+002
+7.78884153618e+004,-1.44310252148e+002
+7.92911663423e+004,-1.43891723602e+002
+8.07191805189e+004,-1.44406948948e+002
+8.21729128755e+004,-1.44280962922e+002
+8.36528265901e+004,-1.44867861216e+002
+8.51593931825e+004,-1.45547655332e+002
+8.66930926644e+004,-1.45194234465e+002
+8.82544136923e+004,-1.47090736217e+002
+8.98438537235e+004,-1.45068124052e+002
+9.14619191741e+004,-1.45093525948e+002
+9.31091255809e+004,-1.45434838645e+002
+9.47859977652e+004,-1.45072353169e+002
+9.64930700003e+004,-1.44732363468e+002
+9.82308861817e+004,-1.45786430801e+002
+1.00000000000e+005,-1.46815773820e+002
+1.01800975118e+005,-1.45882748898e+002
+1.03634385350e+005,-1.45601683063e+002
+1.05500814844e+005,-1.45966812788e+002
+1.07400858268e+005,-1.45881385096e+002
+1.09335121002e+005,-1.45947039677e+002
+1.11304219327e+005,-1.45638207693e+002
+1.13308780622e+005,-1.45731908428e+002
+1.15349443568e+005,-1.45994828566e+002
+1.17426858345e+005,-1.46312471352e+002
+1.19541686846e+005,-1.46233966210e+002
+1.21694602882e+005,-1.45677676214e+002
+1.23886292399e+005,-1.46496135471e+002
+1.26117453700e+005,-1.46912861583e+002
+1.28388797661e+005,-1.46160559011e+002
+1.30701047961e+005,-1.47022185484e+002
+1.33054941314e+005,-1.46688500461e+002
+1.35451227700e+005,-1.46384030205e+002
+1.37890670608e+005,-1.46890151963e+002
+1.40374047276e+005,-1.46929282425e+002
+1.42902148939e+005,-1.46301477585e+002
+1.45475781085e+005,-1.46596638180e+002
+1.48095763705e+005,-1.46310379915e+002
+1.50762931560e+005,-1.45964202387e+002
+1.53478134445e+005,-1.46131392148e+002
+1.56242237458e+005,-1.46502826774e+002
+1.59056121278e+005,-1.46660777683e+002
+1.61920682446e+005,-1.47088084693e+002
+1.64836833648e+005,-1.47234387442e+002
+1.67805504007e+005,-1.46664232129e+002
+1.70827639381e+005,-1.47815414529e+002
+1.73904202661e+005,-1.47465063656e+002
+1.77036174080e+005,-1.46819202161e+002
+1.80224551525e+005,-1.47441624657e+002
+1.83470350855e+005,-1.47597915563e+002
+1.86774606222e+005,-1.47311108758e+002
+1.90138370407e+005,-1.47529297628e+002
+1.93562715148e+005,-1.47583467775e+002
+1.97048731486e+005,-1.48165001721e+002
+2.00597530110e+005,-1.47825713392e+002
+2.04210241715e+005,-1.47535441700e+002
+2.07888017356e+005,-1.47941847006e+002
+2.11632028822e+005,-1.47871433036e+002
+2.15443469003e+005,-1.47751983603e+002
+2.19323552273e+005,-1.48204905408e+002
+2.23273514878e+005,-1.48624920298e+002
+2.27294615326e+005,-1.47420977124e+002
+2.31388134792e+005,-1.47239463613e+002
+2.35555377526e+005,-1.47356110797e+002
+2.39797671264e+005,-1.47981970106e+002
+2.44116367658e+005,-1.47763760609e+002
+2.48512842698e+005,-1.47398563317e+002
+2.52988497160e+005,-1.47610156249e+002
+2.57544757045e+005,-1.48017756589e+002
+2.62183074038e+005,-1.47349218337e+002
+2.66904925965e+005,-1.47906541961e+002
+2.71711817270e+005,-1.49015306661e+002
+2.76605279492e+005,-1.48726304622e+002
+2.81586871751e+005,-1.47853535444e+002
+2.86658181246e+005,-1.48327168145e+002
+2.91820823764e+005,-1.50027672563e+002
+2.97076444190e+005,-1.48163510432e+002
+3.02426717031e+005,-1.48347141760e+002
+3.07873346955e+005,-1.48192648714e+002
+3.13418069329e+005,-1.49806674404e+002
+3.19062650773e+005,-1.48607973951e+002
+3.24808889724e+005,-1.48933398891e+002
+3.30658617009e+005,-1.48630577665e+002
+3.36613696427e+005,-1.49249860999e+002
+3.42676025343e+005,-1.48370469258e+002
+3.48847535295e+005,-1.50264513069e+002
+3.55130192606e+005,-1.49664658488e+002
+3.61525999011e+005,-1.48788190156e+002
+3.68036992298e+005,-1.49221298266e+002
+3.74665246955e+005,-1.49494291172e+002
+3.81412874828e+005,-1.48646187225e+002
+3.88282025801e+005,-1.49321299537e+002
+3.95274888473e+005,-1.50067417686e+002
+4.02393690862e+005,-1.50215585960e+002
+4.09640701111e+005,-1.48965012255e+002
+4.17018228212e+005,-1.48874250609e+002
+4.24528622739e+005,-1.50100296144e+002
+4.32174277604e+005,-1.48960796069e+002
+4.39957628810e+005,-1.49466449355e+002
+4.47881156235e+005,-1.49221510068e+002
+4.55947384417e+005,-1.48874815830e+002
+4.64158883361e+005,-1.49601375167e+002
+4.72518269359e+005,-1.48894105272e+002
+4.81028205818e+005,-1.49190644092e+002
+4.89691404115e+005,-1.49890913630e+002
+4.98510624459e+005,-1.50504258359e+002
+5.07488676766e+005,-1.49574892000e+002
+5.16628421561e+005,-1.49906079454e+002
+5.25932770886e+005,-1.50563208184e+002
+5.35404689227e+005,-1.49271283914e+002
+5.45047194461e+005,-1.49675695262e+002
+5.54863358815e+005,-1.49706755587e+002
+5.64856309846e+005,-1.50157500796e+002
+5.75029231439e+005,-1.49389402217e+002
+5.85385364818e+005,-1.49879538861e+002
+5.95928009583e+005,-1.50756625339e+002
+6.06660524757e+005,-1.49778515461e+002
+6.17586329859e+005,-1.49854971497e+002
+6.28708905992e+005,-1.50357643801e+002
+6.40031796953e+005,-1.50118681319e+002
+6.51558610364e+005,-1.50638186545e+002
+6.63293018816e+005,-1.50127546097e+002
+6.75238761044e+005,-1.50341187659e+002
+6.87399643118e+005,-1.50363918344e+002
+6.99779539652e+005,-1.49988377261e+002
+7.12382395042e+005,-1.50294792098e+002
+7.25212224722e+005,-1.51480384751e+002
+7.38273116442e+005,-1.51867034401e+002
+7.51569231572e+005,-1.50962803121e+002
+7.65104806427e+005,-1.50891816099e+002
+7.78884153618e+005,-1.50602911119e+002
+7.92911663423e+005,-1.50048549274e+002
+8.07191805189e+005,-1.50251133614e+002
+8.21729128755e+005,-1.51375226091e+002
+8.36528265901e+005,-1.51455417662e+002
+8.51593931825e+005,-1.50319092498e+002
+8.66930926644e+005,-1.50900379359e+002
+8.82544136923e+005,-1.52215844775e+002
+8.98438537235e+005,-1.52761844925e+002
+9.14619191741e+005,-1.52172838515e+002
+9.31091255809e+005,-1.52375342351e+002
+9.47859977652e+005,-1.51609664941e+002
+9.64930700003e+005,-1.51912475978e+002
+9.82308861817e+005,-1.50298779435e+002
+1.00000000000e+006,-1.43406224009e+002
+1.01800975118e+006,-1.50198409924e+002
+1.03634385350e+006,-1.52022691619e+002
+1.05500814844e+006,-1.51972104979e+002
+1.07400858268e+006,-1.52041014553e+002
+1.09335121002e+006,-1.51932170261e+002
+1.11304219327e+006,-1.51953413451e+002
+1.13308780622e+006,-1.52022845346e+002
+1.15349443568e+006,-1.52281592407e+002
+1.17426858345e+006,-1.52654514285e+002
+1.19541686846e+006,-1.53658421882e+002
+1.21694602882e+006,-1.53772727486e+002
+1.23886292399e+006,-1.53044301815e+002
+1.26117453700e+006,-1.53208225933e+002
+1.28388797661e+006,-1.53341199259e+002
+1.30701047961e+006,-1.54462820528e+002
+1.33054941314e+006,-1.52890402166e+002
+1.35451227700e+006,-1.52060718207e+002
+1.37890670608e+006,-1.52349011389e+002
+1.40374047276e+006,-1.52767166265e+002
+1.42902148939e+006,-1.54354307279e+002
+1.45475781085e+006,-1.55707834381e+002
+1.48095763705e+006,-1.54706143204e+002
+1.50762931560e+006,-1.55303710771e+002
+1.53478134445e+006,-1.54826744508e+002
+1.56242237458e+006,-1.54131065671e+002
+1.59056121278e+006,-1.55740814630e+002
+1.61920682446e+006,-1.53830568436e+002
+1.64836833648e+006,-1.53954426003e+002
+1.67805504007e+006,-1.54523824611e+002
+1.70827639381e+006,-1.55619000552e+002
+1.73904202661e+006,-1.56152289468e+002
+1.77036174080e+006,-1.55694622017e+002
+1.80224551525e+006,-1.55243967804e+002
+1.83470350855e+006,-1.56924902809e+002
+1.86774606222e+006,-1.58462947462e+002
+1.90138370407e+006,-1.57897870226e+002
+1.93562715148e+006,-1.54757068901e+002
+1.97048731486e+006,-1.56900895864e+002
+2.00597530110e+006,-1.55287190093e+002
+2.04210241715e+006,-1.56914653792e+002
+2.07888017356e+006,-1.57724311533e+002
+2.11632028822e+006,-1.61021107907e+002
+2.15443469003e+006,-1.58232892452e+002
+2.19323552273e+006,-1.57950002344e+002
+2.23273514878e+006,-1.55503017754e+002
+2.27294615326e+006,-1.57004178702e+002
+2.31388134792e+006,-1.56805934876e+002
+2.35555377526e+006,-1.56265263315e+002
+2.39797671264e+006,-1.58161378593e+002
+2.44116367658e+006,-1.58583552934e+002
+2.48512842698e+006,-1.56700484306e+002
+2.52988497160e+006,-1.59442324870e+002
+2.57544757045e+006,-1.58570740057e+002
+2.62183074038e+006,-1.57274681381e+002
+2.66904925965e+006,-1.59046630812e+002
+2.71711817270e+006,-1.59953676152e+002
+2.76605279492e+006,-1.59594310244e+002
+2.81586871751e+006,-1.58668432751e+002
+2.86658181246e+006,-1.57734891588e+002
+2.91820823764e+006,-1.58732617089e+002
+2.97076444190e+006,-1.56642878341e+002
+3.02426717031e+006,-1.55808818172e+002
+3.07873346955e+006,-1.58930100828e+002
+3.13418069329e+006,-1.69714218166e+002
+3.19062650773e+006,-1.60545980657e+002
+3.24808889724e+006,-1.65441877300e+002
+3.30658617009e+006,-1.59046979491e+002
+3.36613696427e+006,-1.59497416588e+002
+3.42676025343e+006,-1.58522072841e+002
+3.48847535295e+006,-1.58540002313e+002
+3.55130192606e+006,-1.62070500106e+002
+3.61525999011e+006,-1.59421289232e+002
+3.68036992298e+006,-1.63780547222e+002
+3.74665246955e+006,-1.62180314603e+002
+3.81412874828e+006,-1.61745205213e+002
+3.88282025801e+006,-1.60496794530e+002
+3.95274888473e+006,-1.58605617658e+002
+4.02393690862e+006,-1.57454318274e+002
+4.09640701111e+006,-1.60961483178e+002
+4.17018228212e+006,-1.65676644792e+002
+4.24528622739e+006,-1.66199228069e+002
+4.32174277604e+006,-1.65136440143e+002
+4.39957628810e+006,-1.61910169254e+002
+4.47881156235e+006,-1.60294013293e+002
+4.55947384417e+006,-1.61971110670e+002
+4.64158883361e+006,-1.60354444165e+002
+4.72518269359e+006,-1.61268254857e+002
+4.81028205818e+006,-1.62327330422e+002
+4.89691404115e+006,-1.59028208715e+002
+4.98510624459e+006,-1.61760171283e+002
+5.07488676766e+006,-1.62065694817e+002
+5.16628421561e+006,-1.63946292920e+002
+5.25932770886e+006,-1.67002558740e+002
+5.35404689227e+006,-1.61620472003e+002
+5.45047194461e+006,-1.60195083353e+002
+5.54863358815e+006,-1.62897888147e+002
+5.64856309846e+006,-1.60247143024e+002
+5.75029231439e+006,-1.63801660447e+002
+5.85385364818e+006,-1.63275648899e+002
+5.95928009583e+006,-1.61015752673e+002
+6.06660524757e+006,-1.62413458410e+002
+6.17586329859e+006,-1.65436895853e+002
+6.28708905992e+006,-1.63769535444e+002
+6.40031796953e+006,-1.65348819948e+002
+6.51558610364e+006,-1.65340960642e+002
+6.63293018816e+006,-1.61523437541e+002
+6.75238761044e+006,-1.61515601968e+002
+6.87399643118e+006,-1.61253651444e+002
+6.99779539652e+006,-1.61245562167e+002
+7.12382395042e+006,-1.65738838498e+002
+7.25212224722e+006,-1.65730310689e+002
+7.38273116442e+006,-1.60827669707e+002
+7.51569231572e+006,-1.60924954047e+002
+7.65104806427e+006,-1.60913240707e+002
+7.78884153618e+006,-1.67013775751e+002
+7.92911663423e+006,-1.67001704356e+002
