Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.93562715148e+004,-1.39781739338e+002
+1.97048731486e+004,-1.41572547404e+002
+2.00597530110e+004,-1.39706875572e+002
+2.04210241715e+004,-1.39511419842e+002
+2.07888017356e+004,-1.40544361710e+002
+2.11632028822e+004,-1.40855610662e+002
+2.15443469003e+004,-1.39188140553e+002
+2.19323552273e+004,-1.41140100657e+002
+2.23273514878e+004,-1.40575946640e+002
+2.27294615326e+004,-1.41826302244e+002
+2.31388134792e+004,-1.43152561110e+002
+2.35555377526e+004,-1.41196187378e+002
+2.39797671264e+004,-1.40695623525e+002
+2.44116367658e+004,-1.40255573029e+002
+2.48512842698e+004,-1.39910138735e+002
+2.52988497160e+004,-1.41187195847e+002
+2.57544757045e+004,-1.42727221985e+002
+2.62183074038e+004,-1.41816168373e+002
+2.66904925965e+004,-1.41971915875e+002
+2.71711817270e+004,-1.41133150731e+002
+2.76605279492e+004,-1.41555466505e+002
+2.81586871751e+004,-1.40580471580e+002
+2.86658181246e+004,-1.41962182986e+002
+2.91820823764e+004,-1.40525278707e+002
+2.97076444190e+004,-1.41253362107e+002
+3.02426717031e+004,-1.41896228149e+002
+3.07873346955e+004,-1.41316064035e+002
+3.13418069329e+004,-1.41896327080e+002
+3.19062650773e+004,-1.42545168827e+002
+3.24808889724e+004,-1.42035035691e+002
+3.30658617009e+004,-1.41909882066e+002
+3.36613696427e+004,-1.40926670704e+002
+3.42676025343e+004,-1.42880961418e+002
+3.48847535295e+004,-1.41783596181e+002
+3.55130192606e+004,-1.42474865406e+002
+3.61525999011e+004,-1.41574272617e+002
+3.68036992298e+004,-1.41784306131e+002
+3.74665246955e+004,-1.44135368223e+002
+3.81412874828e+004,-1.44931298087e+002
+3.88282025801e+004,-1.41204381419e+002
+3.95274888473e+004,-1.41892815419e+002
+4.02393690862e+004,-1.43431360132e+002
+4.09640701111e+004,-1.42622421022e+002
+4.17018228212e+004,-1.41035975810e+002
+4.24528622739e+004,-1.40996470071e+002
+4.32174277604e+004,-1.42144153323e+002
+4.39957628810e+004,-1.43014407414e+002
+4.47881156235e+004,-1.43239706328e+002
+4.55947384417e+004,-1.43675713087e+002
+4.64158883361e+004,-1.43400151111e+002
+4.72518269359e+004,-1.43168881365e+002
+4.81028205818e+004,-1.42563967622e+002
+4.89691404115e+004,-1.42582932522e+002
+4.98510624459e+004,-1.43173261819e+002
+5.07488676766e+004,-1.43519322027e+002
+5.16628421561e+004,-1.42269532833e+002
+5.25932770886e+004,-1.44035611194e+002
+5.35404689227e+004,-1.42526741332e+002
+5.45047194461e+004,-1.43765281741e+002
+5.54863358815e+004,-1.44214979890e+002
+5.64856309846e+004,-1.43023101732e+002
+5.75029231439e+004,-1.44241542167e+002
+5.85385364818e+004,-1.44154808463e+002
+5.95928009583e+004,-1.44058161820e+002
+6.06660524757e+004,-1.42652606382e+002
+6.17586329859e+004,-1.42282600109e+002
+6.28708905992e+004,-1.45199331891e+002
+6.40031796953e+004,-1.44115686127e+002
+6.51558610364e+004,-1.43735115511e+002
+6.63293018816e+004,-1.44861547729e+002
+6.75238761044e+004,-1.43787033614e+002
+6.87399643118e+004,-1.45807986803e+002
+6.99779539652e+004,-1.44113529355e+002
+7.12382395042e+004,-1.44825417877e+002
+7.25212224722e+004,-1.46077323098e+002
+7.38273116442e+004,-1.44185400637e+002
+7.51569231572e+004,-1.44423270947e+002
+7.65104806427e+004,-1.45589146989e+002
+7.78884153618e+004,-1.44866359920e+002
+7.92911663423e+004,-1.44147228834e+002
+8.07191805189e+004,-1.45238849212e+002
+8.21729128755e+004,-1.46214049952e+002
+8.36528265901e+004,-1.45109181889e+002
+8.51593931825e+004,-1.45704396102e+002
+8.66930926644e+004,-1.44547454826e+002
+8.82544136923e+004,-1.46565618019e+002
+8.98438537235e+004,-1.46178758729e+002
+9.14619191741e+004,-1.44623661977e+002
+9.31091255809e+004,-1.45689872664e+002
+9.47859977652e+004,-1.45989872227e+002
+9.64930700003e+004,-1.44504759831e+002
+9.82308861817e+004,-1.44090154347e+002
+1.00000000000e+005,-1.45376726903e+002
+1.01800975118e+005,-1.45485012109e+002
+1.03634385350e+005,-1.46203060201e+002
+1.05500814844e+005,-1.46160124851e+002
+1.07400858268e+005,-1.45637307911e+002
+1.09335121002e+005,-1.45842655982e+002
+1.11304219327e+005,-1.46607049912e+002
+1.13308780622e+005,-1.47066131743e+002
+1.15349443568e+005,-1.45445113887e+002
+1.17426858345e+005,-1.44973856183e+002
+1.19541686846e+005,-1.45362553638e+002
+1.21694602882e+005,-1.46361774534e+002
+1.23886292399e+005,-1.46398975681e+002
+1.26117453700e+005,-1.46267073717e+002
+1.28388797661e+005,-1.46568190023e+002
+1.30701047961e+005,-1.47465626573e+002
+1.33054941314e+005,-1.46478461202e+002
+1.35451227700e+005,-1.47724063680e+002
+1.37890670608e+005,-1.47600788301e+002
+1.40374047276e+005,-1.46379030267e+002
+1.42902148939e+005,-1.46852674627e+002
+1.45475781085e+005,-1.47019136746e+002
+1.48095763705e+005,-1.46409252654e+002
+1.50762931560e+005,-1.45872731075e+002
+1.53478134445e+005,-1.46409792123e+002
+1.56242237458e+005,-1.47009689657e+002
+1.59056121278e+005,-1.46603931269e+002
+1.61920682446e+005,-1.47099361932e+002
+1.64836833648e+005,-1.47583721762e+002
+1.67805504007e+005,-1.47254194506e+002
+1.70827639381e+005,-1.46951705149e+002
+1.73904202661e+005,-1.46825939970e+002
+1.77036174080e+005,-1.46723834280e+002
+1.80224551525e+005,-1.46959394679e+002
+1.83470350855e+005,-1.47223106024e+002
+1.86774606222e+005,-1.48278730643e+002
+1.90138370407e+005,-1.47148830835e+002
+1.93562715148e+005,-1.47162141486e+002
+1.97048731486e+005,-1.47059210457e+002
+2.00597530110e+005,-1.47606318005e+002
+2.04210241715e+005,-1.47847514128e+002
+2.07888017356e+005,-1.47420967618e+002
+2.11632028822e+005,-1.47716903976e+002
+2.15443469003e+005,-1.47365639282e+002
+2.19323552273e+005,-1.48252263747e+002
+2.23273514878e+005,-1.47805045166e+002
+2.27294615326e+005,-1.47504701805e+002
+2.31388134792e+005,-1.47684316855e+002
+2.35555377526e+005,-1.47580757334e+002
+2.39797671264e+005,-1.48934786734e+002
+2.44116367658e+005,-1.48245431414e+002
+2.48512842698e+005,-1.47259777014e+002
+2.52988497160e+005,-1.47667766573e+002
+2.57544757045e+005,-1.47763564904e+002
+2.62183074038e+005,-1.48176526499e+002
+2.66904925965e+005,-1.49765236023e+002
+2.71711817270e+005,-1.49848996932e+002
+2.76605279492e+005,-1.48848959309e+002
+2.81586871751e+005,-1.48154782808e+002
+2.86658181246e+005,-1.48315393153e+002
+2.91820823764e+005,-1.48430711455e+002
+2.97076444190e+005,-1.49159806260e+002
+3.02426717031e+005,-1.48759569482e+002
+3.07873346955e+005,-1.48951021092e+002
+3.13418069329e+005,-1.49834275813e+002
+3.19062650773e+005,-1.49083078968e+002
+3.24808889724e+005,-1.48872381310e+002
+3.30658617009e+005,-1.48776563687e+002
+3.36613696427e+005,-1.49271636264e+002
+3.42676025343e+005,-1.48967391905e+002
+3.48847535295e+005,-1.48267271474e+002
+3.55130192606e+005,-1.48552078123e+002
+3.61525999011e+005,-1.49729940669e+002
+3.68036992298e+005,-1.49255631010e+002
+3.74665246955e+005,-1.48484436658e+002
+3.81412874828e+005,-1.48749014220e+002
+3.88282025801e+005,-1.48958733572e+002
+3.95274888473e+005,-1.48256049420e+002
+4.02393690862e+005,-1.50075596508e+002
+4.09640701111e+005,-1.49202759523e+002
+4.17018228212e+005,-1.49787403409e+002
+4.24528622739e+005,-1.48789885686e+002
+4.32174277604e+005,-1.49102054711e+002
+4.39957628810e+005,-1.49513937403e+002
+4.47881156235e+005,-1.48703805018e+002
+4.55947384417e+005,-1.50461027309e+002
+4.64158883361e+005,-1.49949522367e+002
+4.72518269359e+005,-1.50338305522e+002
+4.81028205818e+005,-1.49740270495e+002
+4.89691404115e+005,-1.50313525110e+002
+4.98510624459e+005,-1.49374324411e+002
+5.07488676766e+005,-1.49063557847e+002
+5.16628421561e+005,-1.49681822885e+002
+5.25932770886e+005,-1.50220958458e+002
+5.35404689227e+005,-1.50210757780e+002
+5.45047194461e+005,-1.49254607619e+002
+5.54863358815e+005,-1.48602936364e+002
+5.64856309846e+005,-1.49283371340e+002
+5.75029231439e+005,-1.49981459282e+002
+5.85385364818e+005,-1.50243005021e+002
+5.95928009583e+005,-1.50164316264e+002
+6.06660524757e+005,-1.50428869704e+002
+6.17586329859e+005,-1.50526737696e+002
+6.28708905992e+005,-1.50683752843e+002
+6.40031796953e+005,-1.50687635247e+002
+6.51558610364e+005,-1.49988352569e+002
+6.63293018816e+005,-1.50433472305e+002
+6.75238761044e+005,-1.49963007770e+002
+6.87399643118e+005,-1.49857211807e+002
+6.99779539652e+005,-1.50898198582e+002
+7.12382395042e+005,-1.50749184528e+002
+7.25212224722e+005,-1.52017935409e+002
+7.38273116442e+005,-1.51352857400e+002
+7.51569231572e+005,-1.51707975532e+002
+7.65104806427e+005,-1.50907769437e+002
+7.78884153618e+005,-1.49988011159e+002
+7.92911663423e+005,-1.50411346498e+002
+8.07191805189e+005,-1.50741992139e+002
+8.21729128755e+005,-1.49962413774e+002
+8.36528265901e+005,-1.49331226621e+002
+8.51593931825e+005,-1.50298944107e+002
+8.66930926644e+005,-1.51607526266e+002
+8.82544136923e+005,-1.51383468969e+002
+8.98438537235e+005,-1.51458902159e+002
+9.14619191741e+005,-1.50293942171e+002
+9.31091255809e+005,-1.50259545809e+002
+9.47859977652e+005,-1.51882024727e+002
+9.64930700003e+005,-1.51760285644e+002
+9.82308861817e+005,-1.50054637447e+002
+1.00000000000e+006,-1.44513649759e+002
+1.01800975118e+006,-1.49208056675e+002
+1.03634385350e+006,-1.51189415695e+002
+1.05500814844e+006,-1.52061871402e+002
+1.07400858268e+006,-1.52191402762e+002
+1.09335121002e+006,-1.51622539963e+002
+1.11304219327e+006,-1.52038702729e+002
+1.13308780622e+006,-1.51740863424e+002
+1.15349443568e+006,-1.51925617016e+002
+1.17426858345e+006,-1.52755444613e+002
+1.19541686846e+006,-1.51454208516e+002
+1.21694602882e+006,-1.52306792842e+002
+1.23886292399e+006,-1.52687066410e+002
+1.26117453700e+006,-1.53437900257e+002
+1.28388797661e+006,-1.54734188375e+002
+1.30701047961e+006,-1.54944871104e+002
+1.33054941314e+006,-1.53256747224e+002
+1.35451227700e+006,-1.53982316297e+002
+1.37890670608e+006,-1.55421784505e+002
+1.40374047276e+006,-1.53925649353e+002
+1.42902148939e+006,-1.53152006451e+002
+1.45475781085e+006,-1.53509859977e+002
+1.48095763705e+006,-1.53667792043e+002
+1.50762931560e+006,-1.55735385162e+002
+1.53478134445e+006,-1.54572569191e+002
+1.56242237458e+006,-1.54189112186e+002
+1.59056121278e+006,-1.53330564719e+002
+1.61920682446e+006,-1.54753352964e+002
+1.64836833648e+006,-1.57210114866e+002
+1.67805504007e+006,-1.56343364001e+002
+1.70827639381e+006,-1.58203963093e+002
+1.73904202661e+006,-1.59193382494e+002
+1.77036174080e+006,-1.56619251529e+002
+1.80224551525e+006,-1.56957348582e+002
+1.83470350855e+006,-1.56186175739e+002
+1.86774606222e+006,-1.56172565165e+002
+1.90138370407e+006,-1.55549005297e+002
+1.93562715148e+006,-1.56124369004e+002
+1.97048731486e+006,-1.54908079667e+002
+2.00597530110e+006,-1.49165170401e+002
+2.04210241715e+006,-1.56553399726e+002
+2.07888017356e+006,-1.56537757932e+002
+2.11632028822e+006,-1.57356353923e+002
+2.15443469003e+006,-1.60147663729e+002
+2.19323552273e+006,-1.59201872071e+002
+2.23273514878e+006,-1.57549619847e+002
+2.27294615326e+006,-1.57271093932e+002
+2.31388134792e+006,-1.64216824792e+002
+2.35555377526e+006,-1.61258669206e+002
+2.39797671264e+006,-1.62232727600e+002
+2.44116367658e+006,-1.58071545467e+002
+2.48512842698e+006,-1.59297586418e+002
+2.52988497160e+006,-1.61486151136e+002
+2.57544757045e+006,-1.63059372769e+002
+2.62183074038e+006,-1.61370494753e+002
+2.66904925965e+006,-1.59110691180e+002
+2.71711817270e+006,-1.61985833497e+002
+2.76605279492e+006,-1.58984068671e+002
+2.81586871751e+006,-1.60591415667e+002
+2.86658181246e+006,-1.58490197524e+002
+2.91820823764e+006,-1.67435875144e+002
+2.97076444190e+006,-1.53471621151e+002
+3.02426717031e+006,-1.51665487768e+002
+3.07873346955e+006,-1.59844461390e+002
+3.13418069329e+006,-1.62381102392e+002
+3.19062650773e+006,-1.62324507652e+002
+3.24808889724e+006,-1.58065363469e+002
+3.30658617009e+006,-1.64267700615e+002
+3.36613696427e+006,-1.60674859589e+002
+3.42676025343e+006,-1.60339463670e+002
+3.48847535295e+006,-1.58816321906e+002
+3.55130192606e+006,-1.63097092569e+002
+3.61525999011e+006,-1.58884881598e+002
+3.68036992298e+006,-1.60312113008e+002
+3.74665246955e+006,-1.59114171933e+002
+3.81412874828e+006,-1.58821034196e+002
+3.88282025801e+006,-1.60609205515e+002
+3.95274888473e+006,-1.57733354967e+002
+4.02393690862e+006,-1.59455841891e+002
+4.09640701111e+006,-1.60317845888e+002
+4.17018228212e+006,-1.61120593285e+002
+4.24528622739e+006,-1.64483387965e+002
+4.32174277604e+006,-1.61716756780e+002
+4.39957628810e+006,-1.63125037035e+002
+4.47881156235e+006,-1.59396303539e+002
+4.55947384417e+006,-1.65211016186e+002
+4.64158883361e+006,-1.61528481020e+002
+4.72518269359e+006,-1.62819269272e+002
+4.81028205818e+006,-1.73745504651e+002
+4.89691404115e+006,-1.60961129451e+002
+4.98510624459e+006,-1.60576201755e+002
+5.07488676766e+006,-1.62377069513e+002
+5.16628421561e+006,-1.63503143722e+002
+5.25932770886e+006,-1.61791940437e+002
+5.35404689227e+006,-1.62150221078e+002
+5.45047194461e+006,-1.61043364156e+002
+5.54863358815e+006,-1.66642898998e+002
+5.64856309846e+006,-1.61916190042e+002
+5.75029231439e+006,-1.59078936690e+002
+5.85385364818e+006,-1.59752572813e+002
+5.95928009583e+006,-1.66328465089e+002
+6.06660524757e+006,-1.61281119112e+002
+6.17586329859e+006,-1.61163722728e+002
+6.28708905992e+006,-1.65976236973e+002
+6.40031796953e+006,-1.64404376949e+002
+6.51558610364e+006,-1.64396517643e+002
+6.63293018816e+006,-1.63384465370e+002
+6.75238761044e+006,-1.63376629796e+002
+6.87399643118e+006,-1.64260934503e+002
+6.99779539652e+006,-1.64252845225e+002
+7.12382395042e+006,-1.62678517264e+002
+7.25212224722e+006,-1.62669989454e+002
+7.38273116442e+006,-1.60629123619e+002
+7.51569231572e+006,-1.63104531518e+002
+7.65104806427e+006,-1.63092818178e+002
+7.78884153618e+006,-1.62906182478e+002
+7.92911663423e+006,-1.62894111083e+002
