Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.00000000000e+003,-1.22572704860e+002
+1.01800975118e+003,-1.22660764260e+002
+1.03634385350e+003,-1.09418610040e+002
+1.05500814844e+003,-1.09505502030e+002
+1.07400858268e+003,-1.08423965496e+002
+1.09335121002e+003,-1.03543599833e+002
+1.11304219327e+003,-1.03629561483e+002
+1.13308780622e+003,-1.09091061393e+002
+1.15349443568e+003,-1.16911103629e+002
+1.17426858345e+003,-1.16963575736e+002
+1.19541686846e+003,-1.16215632594e+002
+1.21694602882e+003,-1.15866661242e+002
+1.23886292399e+003,-1.15916673273e+002
+1.26117453700e+003,-1.05156233577e+002
+1.28388797661e+003,-1.09963347282e+002
+1.30701047961e+003,-1.08397254040e+002
+1.33054941314e+003,-1.13926635173e+002
+1.35451227700e+003,-1.13947703802e+002
+1.37890670608e+003,-1.17126790025e+002
+1.40374047276e+003,-1.11873946466e+002
+1.42902148939e+003,-1.08367048727e+002
+1.45475781085e+003,-1.10474082536e+002
+1.48095763705e+003,-1.15199056760e+002
+1.50762931560e+003,-1.20215621971e+002
+1.53478134445e+003,-1.20246663932e+002
+1.56242237458e+003,-1.16057100105e+002
+1.59056121278e+003,-1.12731033397e+002
+1.61920682446e+003,-1.13422323524e+002
+1.64836833648e+003,-1.15467857317e+002
+1.67805504007e+003,-1.23820216837e+002
+1.70827639381e+003,-1.40953397406e+002
+1.73904202661e+003,-1.28188795361e+002
+1.77036174080e+003,-1.15704398118e+002
+1.80224551525e+003,-1.14014388817e+002
+1.83470350855e+003,-1.19231635290e+002
+1.86774606222e+003,-1.30638764337e+002
+1.90138370407e+003,-1.31235859589e+002
+1.93562715148e+003,-1.16060878614e+002
+1.97048731486e+003,-1.10783651687e+002
+2.00597530110e+003,-1.12850649637e+002
+2.04210241715e+003,-1.31023048872e+002
+2.07888017356e+003,-1.33494212367e+002
+2.11632028822e+003,-1.19644737739e+002
+2.15443469003e+003,-1.15324961097e+002
+2.19323552273e+003,-1.21122458419e+002
+2.23273514878e+003,-1.29422778362e+002
+2.27294615326e+003,-1.29533213303e+002
+2.31388134792e+003,-1.22407797020e+002
+2.35555377526e+003,-1.21388233114e+002
+2.39797671264e+003,-1.33428897851e+002
+2.44116367658e+003,-1.22835916564e+002
+2.48512842698e+003,-1.20077781528e+002
+2.52988497160e+003,-1.26069820184e+002
+2.57544757045e+003,-1.25852587755e+002
+2.62183074038e+003,-1.24054507609e+002
+2.66904925965e+003,-1.20978311759e+002
+2.71711817270e+003,-1.19593841098e+002
+2.76605279492e+003,-1.28527481711e+002
+2.81586871751e+003,-1.26679088497e+002
