Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
1986-03-13,0.05994650349020958,0.06262313738432249,0.05459446688953493,0.05459446688953493,1031788800
1986-03-14,0.062087297439575195,0.06315831999656205,0.05994648351274234,0.05994648351274234,308160000
1986-03-17,0.06315835565328598,0.0636935594371492,0.06208733249164157,0.06208733249164157,133171200
1986-03-18,0.06155209615826607,0.06369352575522239,0.0610168926574251,0.06315832225438141,67766400
1986-03-19,0.060481686145067215,0.062087296567643224,0.05994648267087521,0.06155209309345122,47894400
1986-03-20,0.05887610837817192,0.06048171969130154,0.05834090460712872,0.06048171969130154,58435200
1986-03-21,0.057270459830760956,0.0599464769461695,0.056200052984597536,0.05887607010000608,59990400
1986-03-24,0.05566486716270447,0.0572704779396425,0.055129663570391785,0.0572704779396425,65289600
1986-03-25,0.056735243648290634,0.056735243648290634,0.05512963374013677,0.05566483704285472,32083200
1986-03-26,0.058340881019830704,0.05887608457449038,0.056200066801192,0.05673527035585168,22752000
1986-03-27,0.05941129848361015,0.05941129848361016,0.058340891187735555,0.058340891187735555,16848000
1986-03-31,0.05887610837817192,0.05941131214921513,0.057805700836085515,0.05941131214921513,12873600
1986-04-01,0.058340881019830704,0.05887608457449038,0.058340881019830704,0.05887608457449038,11088000
1986-04-02,0.05887610837817192,0.059946515920258334,0.05834090460712872,0.05834090460712872,27014400
1986-04-03,0.05941129848361015,0.06101690942742206,0.05941129848361016,0.05941129848361016,23040000
1986-04-04,0.05941129848361015,0.05994650213154746,0.05941129848361016,0.05941129848361016,26582400
1986-04-07,0.058340881019830704,0.059946491683809736,0.057270473910511356,0.05941128812915006,16560000
1986-04-08,0.05887610837817192,0.059946515920258334,0.05834090460712872,0.05834090460712872,10252800
1986-04-09,0.05994650349020958,0.06048170715027704,0.05887609617007465,0.05887609617007465,12153600
1986-04-10,0.060481686145067215,0.06101688961925922,0.0588760757224912,0.05994648267087521,13881600
1986-04-11,0.06155209615826607,0.06262311875354044,0.0610168926574251,0.0610168926574251,17222400
1986-04-14,0.062087297439575195,0.06262311651485383,0.06155209395786698,0.06155209395786698,12153600
1986-04-15,0.062087297439575195,0.06208729743957519,0.05994648351274234,0.06208729743957519,9302400
1986-04-16,0.06422872841358185,0.06476393190740261,0.06155209535089368,0.06208729884471444,31910400
1986-04-17,0.06476395577192307,0.06476395577192307,0.06422875208088799,0.06422875208088799,22003200
1986-04-18,0.06262312829494476,0.06476394262448805,0.06208730911887271,0.06476394262448805,21628800
1986-04-21,0.06262312829494476,0.06315833187733058,0.06101690195410107,0.06262312829494476,22924800
1986-04-22,0.06155209615826607,0.06262311875354044,0.06155209615826607,0.06262311875354044,15552000
1986-04-23,0.06181968376040459,0.062087287756514425,0.06101688096003739,0.06155208435827591,15609600
1986-04-24,0.06797514110803604,0.06904554791045638,0.061552084700036196,0.06181968410365069,62352000
1986-04-25,0.0722573772072792,0.07520099793782162,0.06851033815297408,0.06851033815297408,85795200
1986-04-28,0.07279263436794281,0.07332783811512616,0.07172161127970031,0.07225743062075946,28886400
1986-04-29,0.07065115869045258,0.07279258790624067,0.07011595528487627,0.07279258790624067,30326400
1986-04-30,0.06904556602239609,0.07118638018881224,0.06743995539758398,0.0706511766472082,30902400
1986-05-01,0.06797514110803604,0.06904554791045638,0.0669047343056157,0.06904554791045638,54345600
1986-05-02,0.06797514110803604,0.06904554791045638,0.06743993770682587,0.06797514110803604,20246400
1986-05-05,0.06743995100259781,0.06797515450932323,0.06743995100259781,0.06797515450932323,3254400
1986-05-06,0.06797514110803604,0.06904554791045638,0.06797514110803604,0.06797514110803604,9734400
1986-05-07,0.06797514110803604,0.0685103445092462,0.0669047343056157,0.06797514110803604,5155200
1986-05-08,0.06851039826869965,0.06851039826869965,0.06743999062634069,0.06797519444752016,3542400
1986-05-09,0.06797514110803604,0.0685103445092462,0.06797514110803604,0.0685103445092462,6076800
1986-05-12,0.06851039826869965,0.07011600973223808,0.06797519444752016,0.06797519444752016,10483200
1986-05-13,0.06904556602239609,0.06958076956400013,0.06851036248079205,0.06851036248079205,3830400
1986-05-14,0.06851039826869965,0.06904560208987913,0.06851039826869965,0.06904560208987913,9302400
1986-05-15,0.06851039826869965,0.06958080591105861,0.06851039826869965,0.06851039826869965,3801600
1986-05-16,0.06904556602239609,0.0706511766472082,0.06851036248079205,0.06851036248079205,11952000
1986-05-19,0.06797514110803604,0.06904554791045638,0.06743993770682587,0.06904554791045638,11001600
1986-05-20,0.06743995100259781,0.06797515450932323,0.06690474749587239,0.06797515450932323,61977600
1986-05-21,0.06636956334114075,0.06797517432948003,0.06636956334114075,0.06743997066670027,8092800
1986-05-22,0.06636956334114075,0.0669047670039205,0.06636956334114075,0.06636956334114075,4406400
1986-05-23,0.06636956334114075,0.06743997066670027,0.06636956334114075,0.06636956334114075,4089600
1986-05-27,0.06851039826869965,0.06851039826869965,0.06636958298398173,0.06636958298398173,13881600
1986-05-28,0.07065115869045258,0.07065115869045258,0.06851034506814735,0.06851034506814735,15523200
1986-05-29,0.0722573772072792,0.07332778391038904,0.07011594820763882,0.07065115155919374,45676800
1986-05-30,0.07493340224027634,0.07600380906159586,0.07279258859763729,0.07279258859763729,27072000
1986-06-02,0.07279263436794281,0.07493344935667623,0.07279263436794281,0.07493344935667623,19728000
1986-06-03,0.07279263436794281,0.07279263436794281,0.07172161127970031,0.07279263436794281,5011200
1986-06-04,0.0722573772072792,0.07332778391038904,0.07172155826230357,0.07279258055883413,4723200
1986-06-05,0.07332780212163925,0.07332780212163925,0.07172157607464118,0.07225739515268961,13708800
1986-06-06,0.07332780212163925,0.07332780212163925,0.07225739515268961,0.07332780212163925,3427200
1986-06-09,0.07011598348617554,0.07332782080494701,0.07011598348617554,0.07332782080494701,12672000
1986-06-10,0.07011598348617554,0.07011598348617554,0.0690455762444952,0.07011598348617554,3427200
1986-06-11,0.07011598348617554,0.07011598348617554,0.0690455762444952,0.07011598348617554,2304000
1986-06-12,0.06743995100259781,0.07011596853622493,0.06690474749587239,0.07011596853622493,13708800
1986-06-13,0.06743995100259781,0.06797515450932323,0.06690474749587239,0.06743995100259781,7891200
1986-06-16,0.06690473854541779,0.06797514541567058,0.0663695351102914,0.06743994198054419,9590400
1986-06-17,0.06797514110803604,0.06904554791045638,0.06743993770682587,0.06743993770682587,13075200
1986-06-18,0.06743995100259781,0.06797515450932323,0.06636954398914696,0.06797515450932323,4348800
1986-06-19,0.06690473854541779,0.06797514541567058,0.0663695351102914,0.06743994198054419,8467200
1986-06-20,0.0671723484992981,0.06743994794353149,0.06690474446108283,0.06690474446108283,3801600
1986-06-23,0.06797514110803604,0.06797514110803604,0.06583432750319537,0.06717233830321137,46195200
1986-06-24,0.06743995100259781,0.06851035801604866,0.06690474749587239,0.06797515450932323,14572800
1986-06-25,0.06636956334114075,0.06797517432948003,0.06636956334114075,0.06743997066670027,15235200
1986-06-26,0.06422872841358185,0.06690474588268565,0.06422872841358185,0.06636954238886489,19152000
1986-06-27,0.06369352340698242,0.0647639303692008,0.06315831992587323,0.06422872688809161,10396800
